,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
2693,31,9,1,1,0,3706.0,1,0,0,20,9,129,1,-1,0,3
2694,32,9,2,1,0,535.0,1,1,2,27,8,156,2,-1,0,3
2695,41,7,2,0,0,1381.6510878323932,1,0,0,21,9,6,5,-1,0,3
2696,31,4,1,1,0,89.0,1,0,2,26,8,167,1,-1,0,3
2697,27,7,2,1,1,-1.0,0,0,0,22,5,60,2,-1,0,3
2698,43,1,0,2,0,9.0,1,0,0,26,1,89,5,401,1,0
2699,45,1,1,0,0,1945.0,1,0,0,15,8,63,2,-1,0,3
2700,72,5,1,2,0,2.0,0,0,0,7,1,147,2,-1,0,3
2701,59,7,1,1,0,108.0,0,0,0,11,1,120,4,-1,0,3
2702,37,1,1,0,0,380.0,1,1,0,4,5,548,2,-1,0,3
2703,34,1,1,0,0,1756.0,1,1,0,11,8,58,1,-1,0,3
2704,46,0,2,1,0,1790.0,1,0,2,5,6,214,5,-1,0,3
2705,42,9,0,1,0,112.0,0,0,0,29,1,69,4,-1,0,3
2706,50,1,0,0,0,5.0,0,0,0,7,5,118,1,-1,0,3
2707,38,7,2,2,0,1381.6510878323932,0,0,0,4,6,352,1,-1,0,3
2708,45,4,1,2,1,-190.0,0,1,0,26,1,92,4,-1,0,3
2709,35,1,1,0,0,0.0,1,0,0,8,8,265,1,290,2,0
2710,45,0,0,1,0,479.0,0,0,0,2,3,83,2,-1,0,3
2711,38,7,0,1,0,53.0,0,0,0,8,10,78,1,58,1,1
2712,43,1,1,0,0,0.0,1,0,2,3,6,215,3,-1,0,3
2713,42,0,1,1,0,445.0,1,0,2,5,8,67,1,-1,0,3
2714,45,4,1,2,0,1540.0,1,0,2,19,8,194,3,-1,0,3
2715,39,4,1,1,0,0.0,0,0,0,28,4,224,2,-1,0,3
2716,48,9,0,1,0,164.0,1,0,2,12,8,139,2,-1,0,3
2717,47,10,1,0,0,1381.6510878323932,0,0,2,18,6,308,1,-1,0,3
2718,38,9,0,1,0,566.0,1,0,0,8,8,44,2,275,2,0
2719,38,1,1,0,0,1597.0,0,0,1,8,8,15,1,-1,0,3
2720,39,4,0,2,0,299.0,1,0,0,8,8,40,2,-1,0,3
2721,41,9,2,1,0,367.0,0,0,0,20,1,128,2,-1,0,3
2722,41,1,1,0,0,183.0,1,1,2,5,8,110,2,-1,0,3
2723,54,9,0,1,0,1252.0,1,0,0,11,8,101,1,350,1,0
2724,33,1,2,1,0,-38.0,1,0,0,18,8,184,1,-1,0,3
2725,31,1,1,0,0,292.0,1,1,2,30,8,30,18,-1,0,3
2726,32,4,1,2,0,272.0,1,0,0,3,3,188,4,209,1,0
2727,53,9,1,2,0,3177.0,0,0,0,8,1,92,2,-1,0,3
2728,36,4,0,2,0,803.0,1,0,0,11,8,143,4,-1,0,3
2729,41,7,0,1,0,-170.0,1,0,0,8,8,125,1,-1,0,3
2730,41,0,2,1,0,812.0,0,1,2,11,6,583,4,-1,0,3
2731,59,4,1,2,0,3640.0,0,0,0,17,9,226,2,-1,0,3
2732,37,0,2,1,0,-17.0,1,0,0,11,8,400,2,340,2,0
2733,38,10,1,2,0,2812.0,1,0,0,3,9,322,1,187,1,2
2734,34,1,2,0,0,0.0,1,0,2,8,8,323,1,-1,0,3
2735,41,0,1,1,0,0.0,1,0,2,6,8,160,3,-1,0,3
2736,25,7,2,1,0,-61.0,1,0,2,21,8,203,2,-1,0,3
2737,34,0,2,1,0,296.0,0,0,0,20,9,68,1,136,4,0
2738,24,1,1,1,0,9.0,1,1,0,17,0,468,1,-1,0,3
2739,46,1,2,1,0,533.0,0,0,0,22,8,71,1,-1,0,3
2740,39,9,2,1,0,18508.0,0,0,0,20,9,1598,4,-1,0,3
2741,29,4,1,2,0,760.0,0,1,0,17,0,82,2,-1,0,3
2742,49,1,0,0,0,0.0,1,0,0,29,5,468,2,-1,0,3
2743,35,4,1,2,0,77.0,0,0,0,12,1,69,4,-1,0,3
2744,40,1,1,1,0,5060.0,0,0,0,10,3,154,2,93,1,2
2745,36,4,1,2,0,5057.0,1,0,0,17,9,70,1,166,10,0
2746,26,4,2,2,0,1326.0,1,0,2,9,8,70,1,-1,0,3
2747,42,7,2,2,0,94.0,1,0,0,10,3,151,1,183,6,2
2748,39,0,1,1,0,179.0,0,0,2,6,11,36,1,-1,0,3
2749,29,9,1,2,0,-246.0,1,0,2,6,6,311,3,-1,0,3
2750,35,1,0,1,0,1780.0,1,0,0,15,8,306,3,347,9,0
2751,32,0,0,1,0,335.0,1,0,2,21,8,501,2,-1,0,3
2752,48,4,2,2,0,5689.0,0,0,0,12,3,262,1,-1,0,3
2753,34,0,2,1,0,1.0,0,0,2,25,6,247,1,-1,0,3
2754,37,6,1,2,0,208.0,1,0,0,31,5,350,5,-1,0,3
2755,38,1,1,1,0,2836.0,0,0,2,6,6,116,3,-1,0,3
2756,47,3,1,0,0,1381.6510878323932,0,0,0,10,1,1225,2,-1,0,3
2757,30,4,1,2,0,69.0,1,0,2,6,5,42,1,-1,0,3
2758,44,3,1,0,0,0.0,0,0,1,31,5,21,38,-1,0,3
2759,57,1,1,2,0,0.0,0,1,0,30,4,209,2,197,2,1
2760,50,4,1,3,0,8345.0,0,0,2,11,6,561,1,-1,0,3
2761,45,1,2,1,0,0.0,0,0,0,5,1,374,2,472,1,2
2762,58,0,1,1,0,-1196.0,1,1,2,14,8,256,4,-1,0,3
2763,30,4,2,2,0,297.0,0,0,0,8,9,188,1,-1,0,3
2764,28,0,1,1,0,511.0,0,0,0,28,4,485,1,-1,0,3
2765,41,9,1,2,0,91.0,0,1,0,29,5,204,3,-1,0,3
2766,33,0,1,1,0,51.0,1,1,0,25,10,253,1,284,3,2
2767,20,8,2,3,0,179.0,0,0,0,25,7,196,3,182,3,0
2768,38,1,1,0,0,1852.0,1,0,0,13,8,606,1,-1,0,3
2769,31,7,1,1,0,309.0,1,0,2,23,8,146,2,-1,0,3
2770,56,4,2,3,0,111.0,0,0,0,19,10,79,1,186,1,0
2771,36,1,2,0,0,2176.0,1,0,2,28,8,52,2,-1,0,3
2772,26,7,2,1,0,136.0,0,0,0,20,0,120,1,-1,0,3
2773,33,4,2,2,0,-144.0,0,0,0,29,4,348,1,-1,0,3
2774,34,0,1,1,0,50.0,1,0,0,2,3,173,1,258,2,0
2775,52,11,1,0,0,247.0,0,0,0,29,5,268,6,-1,0,3
2776,40,1,1,0,0,60.0,0,0,0,20,9,325,2,-1,0,3
2777,39,1,1,0,0,105.0,1,0,2,9,8,294,2,-1,0,3
2778,48,7,2,1,0,0.0,1,1,0,5,8,334,1,-1,0,3
2779,50,1,1,1,0,4855.0,0,0,0,5,1,720,2,-1,0,3
2780,72,5,1,2,0,1381.6510878323932,0,0,0,13,3,99,1,-1,0,3
2781,76,5,1,1,0,2302.0,0,0,1,5,3,110,1,87,2,0
2782,40,4,2,2,0,1381.6510878323932,1,0,2,30,8,243,3,-1,0,3
2783,52,1,1,0,0,1949.0,0,0,0,14,1,108,2,-1,0,3
2784,36,9,1,2,0,202.0,0,0,0,1,10,237,1,122,2,0
2785,41,4,2,2,0,1381.6510878323932,0,0,0,12,1,88,2,-1,0,3
2786,36,4,0,2,0,1381.6510878323932,1,1,2,16,8,73,1,-1,0,3
2787,41,4,1,2,0,0.0,1,0,0,17,9,164,2,-1,0,3
2788,34,0,2,2,0,2045.0,0,0,0,29,4,146,2,-1,0,3
2789,54,4,0,2,0,3473.0,1,0,0,12,1,306,2,-1,0,3
2790,41,2,1,1,0,353.0,0,0,0,19,9,90,2,-1,0,3
2791,50,4,1,2,0,109.0,1,0,0,13,1,185,2,-1,0,3
2792,50,1,1,1,0,2087.0,1,0,2,14,8,371,1,-1,0,3
2793,58,1,1,1,0,928.0,0,0,0,15,5,656,3,-1,0,3
2794,47,1,1,1,0,8229.0,0,0,0,8,1,784,2,-1,0,3
2795,45,1,1,1,0,1381.6510878323932,1,0,0,24,5,828,2,-1,0,3
2796,60,9,1,2,0,-71.0,1,1,0,30,4,1451,1,-1,0,3
2797,41,4,1,2,0,832.0,1,1,0,21,9,164,1,176,1,0
2798,40,1,0,3,0,528.0,1,0,0,13,8,340,2,357,5,0
2799,30,9,2,1,0,10152.0,1,0,0,6,0,1108,2,270,1,0
2800,51,9,1,1,0,12061.0,1,0,2,13,8,332,1,-1,0,3
2801,40,1,0,0,0,369.0,0,0,2,6,8,79,2,-1,0,3
2802,28,0,2,1,0,392.0,1,1,0,4,3,214,2,259,2,0
2803,43,4,0,2,0,388.0,1,0,2,8,8,2087,2,-1,0,3
2804,49,10,1,1,0,769.0,1,0,2,14,8,257,1,-1,0,3
2805,39,1,1,1,0,1044.0,1,0,0,2,3,158,1,-1,0,3
2806,41,0,1,1,0,124.0,1,0,0,12,8,191,3,-1,0,3
2807,43,1,0,1,0,1381.6510878323932,1,1,0,13,8,163,2,370,1,0
2808,33,9,1,1,0,133.0,0,0,0,4,8,218,1,-1,0,3
2809,32,4,2,2,1,62.0,0,1,0,24,5,577,3,-1,0,3
2810,29,9,2,1,0,-218.0,1,0,0,18,8,73,2,-1,0,3
2811,49,4,0,2,0,1115.0,0,0,2,19,6,138,9,-1,0,3
2812,44,6,1,3,0,163.0,1,0,0,12,1,44,1,100,3,2
2813,49,9,0,1,0,305.0,0,0,0,24,5,367,2,-1,0,3
2814,47,4,0,3,0,582.0,1,1,2,16,6,123,2,-1,0,3
2815,37,4,1,2,0,31.0,0,0,0,22,1,72,2,-1,0,3
2816,46,9,1,1,0,317.0,1,1,0,2,3,24,7,250,0,0
2817,40,2,1,2,0,3585.0,0,0,0,15,11,506,3,-1,0,3
2818,56,4,1,2,0,830.0,1,1,2,6,8,1201,1,-1,0,3
2819,57,4,1,2,0,1631.0,1,0,0,2,0,254,2,261,3,0
2820,39,7,1,1,0,323.0,0,0,0,9,6,874,2,188,6,0
2821,41,1,1,0,0,2067.0,1,0,0,15,8,493,7,-1,0,3
2822,39,1,1,1,0,1751.0,0,0,0,9,5,178,2,-1,0,3
2823,52,0,2,1,0,2398.0,1,0,0,3,9,412,1,-1,0,3
2824,31,9,2,1,0,1222.0,1,0,0,20,0,186,3,-1,0,3
2825,57,5,1,2,0,3571.0,0,0,2,13,8,708,2,-1,0,3
2826,54,9,1,1,0,0.0,0,0,1,14,1,159,2,106,6,2
2827,25,1,2,1,0,2096.0,1,0,0,3,6,236,2,-1,0,3
2828,27,9,2,1,0,261.0,1,0,0,29,4,236,2,247,2,0
2829,32,7,0,1,0,-115.0,1,0,2,16,8,134,1,-1,0,3
2830,23,4,2,2,0,1004.0,1,0,0,30,7,114,2,-1,0,3
2831,56,9,1,1,0,463.0,0,0,2,26,8,131,2,-1,0,3
2832,50,3,0,0,0,120.0,1,0,0,21,5,99,1,-1,0,3
2833,50,4,2,2,0,0.0,0,0,0,22,1,128,4,-1,0,3
2834,29,4,2,2,0,872.0,1,0,0,21,5,173,2,-1,0,3
2835,55,1,1,1,0,660.0,0,0,2,5,6,348,1,-1,0,3
2836,41,4,1,2,0,2395.0,0,0,0,27,0,218,1,-1,0,3
2837,48,0,2,1,0,1381.6510878323932,0,0,0,2,3,94,1,-1,0,3
2838,41,1,1,0,0,4136.0,1,0,0,20,0,178,5,-1,0,3
2839,32,1,1,1,0,1879.0,0,0,0,6,3,591,8,-1,0,3
2840,33,4,1,2,0,91.0,0,0,0,10,5,526,1,-1,0,3
2841,31,4,0,2,0,373.0,0,0,0,10,3,132,6,-1,0,3
2842,31,1,2,1,0,53.0,1,0,2,7,8,446,1,-1,0,3
2843,51,6,1,1,0,4920.0,0,0,1,2,6,392,2,-1,0,3
2844,37,4,2,2,0,695.0,0,0,0,28,4,233,1,-1,0,3
2845,43,10,1,1,0,553.0,0,0,1,4,3,125,1,-1,0,3
2846,41,1,1,0,0,994.0,1,0,2,23,8,1349,8,-1,0,3
2847,32,1,0,0,0,142.0,1,0,0,15,5,257,5,-1,0,3
2848,49,10,0,1,0,66.0,0,0,0,9,5,218,3,-1,0,3
2849,38,4,0,2,0,76.0,0,0,0,30,4,220,3,-1,0,3
2850,36,4,2,2,0,5340.0,1,0,0,7,1,113,4,-1,0,3
2851,41,1,1,0,0,620.0,0,0,0,28,4,314,1,-1,0,3
2852,40,4,0,2,0,3355.0,0,0,0,1,6,212,1,-1,0,3
2853,60,6,1,0,0,1226.0,1,0,2,30,8,151,3,-1,0,3
2854,31,10,2,3,0,1381.6510878323932,0,0,0,20,9,316,1,-1,0,3
2855,45,1,1,0,0,97.0,1,0,2,7,8,923,3,-1,0,3
2856,59,5,2,1,0,2.0,0,0,1,2,3,935,1,-1,0,3
2857,30,0,2,1,0,-635.0,0,0,0,25,5,250,1,-1,0,3
2858,28,10,2,1,1,-353.0,1,0,2,12,8,89,3,-1,0,3
2859,40,9,2,1,0,153.0,0,0,0,7,1,125,2,-1,0,3
2860,41,4,2,2,0,722.0,1,0,1,18,8,81,4,-1,0,3
2861,39,0,1,1,0,46.0,0,0,2,3,6,187,2,-1,0,3
2862,39,4,0,2,0,3261.0,1,0,2,9,6,150,17,-1,0,3
2863,39,4,1,2,0,2810.0,0,0,2,9,6,77,1,-1,0,3
2864,42,9,1,2,0,725.0,1,1,0,3,3,124,3,252,3,0
2865,31,9,2,1,0,18.0,0,0,0,2,5,109,1,-1,0,3
2866,41,9,2,2,0,445.0,1,0,0,17,0,138,1,267,1,0
2867,33,4,2,1,0,0.0,0,0,0,26,1,99,2,-1,0,3
2868,44,9,1,1,0,366.0,0,1,0,18,1,212,12,-1,0,3
2869,41,4,1,2,0,4824.0,0,1,0,18,5,168,7,-1,0,3
2870,35,1,2,1,0,0.0,1,0,0,16,0,169,1,-1,0,3
2871,53,3,1,1,0,2406.0,1,0,2,16,6,393,2,-1,0,3
2872,45,0,1,1,0,638.0,1,0,0,20,1,75,9,-1,0,3
2873,59,5,1,1,0,319.0,1,0,2,5,8,143,3,-1,0,3
2874,36,4,2,2,0,391.0,0,0,2,18,6,443,1,-1,0,3
2875,32,6,2,1,0,202.0,1,0,0,16,0,827,1,149,1,0
2876,57,1,1,1,0,12917.0,1,0,2,2,6,91,3,-1,0,3
2877,40,4,2,2,0,1509.0,0,0,0,15,7,144,2,124,1,0
2878,31,4,0,1,0,0.0,1,0,0,15,5,216,7,-1,0,3
2879,34,4,2,2,0,2570.0,0,0,2,28,8,190,3,-1,0,3
2880,40,9,1,2,0,103.0,1,0,2,8,8,135,2,-1,0,3
2881,61,4,1,2,0,477.0,1,0,0,29,10,377,1,520,1,1
2882,25,10,2,2,0,343.0,0,0,0,1,6,377,1,-1,0,3
2883,31,4,2,2,0,6495.0,0,0,0,4,8,383,2,35,3,0
2884,47,0,1,1,0,73.0,0,0,0,8,1,57,3,-1,0,3
2885,37,4,2,2,0,3452.0,1,0,0,29,1,8,9,-1,0,3
2886,59,4,1,2,0,2239.0,0,0,0,20,1,377,6,90,1,2
2887,48,0,1,1,0,1099.0,0,1,2,5,6,340,1,-1,0,3
2888,34,4,1,2,0,2374.0,1,1,0,18,6,270,2,314,2,0
2889,60,4,1,2,0,651.0,0,0,2,20,6,155,2,-1,0,3
2890,36,4,1,2,0,549.0,1,0,0,18,9,72,2,-1,0,3
2891,56,4,0,2,0,2126.0,1,0,0,17,9,131,1,-1,0,3
2892,30,8,2,1,0,1779.0,0,0,0,11,1,233,1,433,1,2
2893,35,7,0,1,0,1529.0,0,0,2,20,6,20,5,-1,0,3
2894,34,6,1,2,0,980.0,0,0,0,8,5,243,1,348,3,0
2895,39,4,2,3,0,2887.0,1,0,2,7,8,42,2,-1,0,3
2896,51,1,1,3,0,226.0,1,0,2,4,6,17,13,-1,0,3
2897,42,4,1,2,0,295.0,1,0,0,26,1,109,3,-1,0,3
2898,40,4,1,2,0,542.0,1,0,0,20,9,1816,1,-1,0,3
2899,42,9,1,1,0,-470.0,1,1,0,23,5,185,10,-1,0,3
2900,27,1,1,0,0,52.0,0,1,0,7,5,185,1,-1,0,3
2901,26,0,2,1,0,96.0,0,0,0,2,6,696,1,27,2,0
2902,53,4,1,2,0,1381.6510878323932,0,0,1,20,9,278,6,112,2,0
2903,37,1,0,1,0,719.0,1,0,0,13,8,118,1,365,1,0
2904,35,1,1,1,0,287.0,1,0,0,2,3,115,3,245,8,0
2905,28,8,2,1,0,5916.0,0,0,0,22,8,259,1,63,5,0
2906,41,4,1,2,0,1113.0,0,0,0,1,11,265,2,183,2,2
2907,56,5,1,1,0,728.0,0,0,0,31,5,107,15,-1,0,3
2908,27,10,2,1,0,1301.0,0,0,0,9,3,817,5,-1,0,3
2909,36,4,1,2,0,200.0,0,0,0,28,1,131,1,-1,0,3
2910,29,7,1,1,0,1386.0,1,0,2,28,8,166,1,-1,0,3
2911,27,1,1,1,0,379.0,1,1,2,6,6,252,4,-1,0,3
2912,25,4,2,2,0,530.0,0,0,0,26,8,88,1,-1,0,3
2913,48,0,1,1,0,292.0,1,1,0,29,5,164,6,-1,0,3
2914,40,9,2,2,0,47.0,1,0,0,5,8,159,1,365,1,0
2915,45,9,1,2,0,377.0,1,0,2,19,6,75000,3,-1,0,3
2916,30,1,2,1,0,931.0,1,0,2,30,8,65,7,-1,0,3
2917,26,2,1,1,0,321.0,1,1,0,23,5,638,2,-1,0,3
2918,50,1,1,0,0,-37.0,1,0,2,12,8,78,2,-1,0,3
2919,51,6,1,0,0,1242.0,0,0,0,25,1,75,11,-1,0,3
2920,54,9,1,1,0,1670.0,0,0,0,29,1,207,7,-1,0,3
2921,41,1,2,1,0,1690.0,1,1,0,15,8,543,3,350,3,0
2922,55,4,0,2,0,481.0,1,0,0,8,8,147,2,298,3,0
2923,43,9,1,1,0,1381.6510878323932,0,0,0,22,1,73,2,-1,0,3
2924,36,4,2,2,0,-38.0,1,0,2,14,8,784,2,-1,0,3
2925,44,3,1,2,0,460.0,0,0,2,17,6,491,1,-1,0,3
2926,44,4,1,2,0,430.0,0,0,0,7,8,97,2,171,2,0
2927,41,1,2,1,0,1211.0,1,0,0,15,8,39,1,361,4,0
2928,33,9,2,2,0,2164.0,1,0,0,18,8,8,11,-1,0,3
2929,34,7,1,1,0,12.0,0,0,2,21,8,164,1,-1,0,3
2930,32,0,1,2,0,1019.0,1,0,0,20,9,489,2,-1,0,3
2931,28,1,2,2,0,1381.6510878323932,0,0,0,19,6,474,3,95,3,1
2932,36,1,2,0,0,79.0,0,0,2,20,6,9,3,-1,0,3
2933,41,1,1,1,0,751.0,1,1,0,17,9,1303,1,-1,0,3
2934,32,4,2,2,0,0.0,0,0,0,29,1,255,2,-1,0,3
2935,41,8,2,1,0,1934.0,1,0,0,21,9,162,2,-1,0,3
2936,40,4,1,0,0,214.0,1,0,0,20,9,59,4,-1,0,3
2937,52,4,1,2,0,1381.6510878323932,1,0,0,20,9,90,2,-1,0,3
2938,56,10,0,0,0,802.0,0,0,1,3,3,258,2,-1,0,3
2939,75,11,1,2,0,643.0,0,0,0,15,10,522,2,-1,0,3
2940,36,9,2,1,0,480.0,1,0,0,28,4,90,1,-1,0,3
2941,38,10,1,1,0,-673.0,1,0,2,26,8,-5,2,-1,0,3
2942,36,6,1,2,0,19.0,0,0,2,5,8,189,2,-1,0,3
2943,33,9,0,1,0,9.0,0,0,0,21,1,91,2,-1,0,3
2944,37,11,2,3,0,414.0,1,0,2,7,8,131,1,-1,0,3
2945,44,9,1,1,1,-251.0,0,1,1,31,5,13,16,-1,0,3
2946,41,4,1,1,0,17555.0,0,0,0,26,1,14,14,-1,0,3
2947,52,10,1,1,0,-9.0,0,0,2,9,6,123,1,-1,0,3
2948,30,1,1,0,0,1127.0,1,0,0,29,8,13,1,-1,0,3
2949,59,5,1,0,1,-488.0,0,1,2,6,6,247,1,-1,0,3
2950,31,4,2,2,0,1852.0,1,0,2,6,8,170,3,-1,0,3
2951,45,1,1,1,0,784.0,1,1,2,3,6,34,1,-1,0,3
2952,26,4,2,2,0,1284.0,1,0,2,21,8,97,8,-1,0,3
2953,29,4,1,2,0,125.0,0,0,0,30,0,130,2,-1,0,3
2954,28,7,1,1,0,4.0,1,0,2,2,11,10,1,-1,0,3
2955,38,4,2,3,0,715.0,1,0,0,2,0,951,1,132,3,0
2956,35,2,1,1,0,1309.0,1,0,0,18,9,73,3,-1,0,3
2957,50,4,0,1,0,458.0,0,0,0,3,3,184,3,-1,0,3
2958,33,0,1,1,0,21.0,0,0,2,6,8,189,3,-1,0,3
2959,39,1,2,2,0,172.0,1,0,0,10,1,248,1,131,1,2
2960,30,4,2,2,0,0.0,1,1,2,27,8,350,3,-1,0,3
2961,44,4,1,1,0,2897.0,0,0,0,5,0,296,1,180,4,1
2962,57,5,2,2,0,842.0,0,0,0,13,1,284,3,-1,0,3
2963,33,1,1,0,0,0.0,0,0,0,8,8,174,1,-1,0,3
2964,38,1,1,1,0,757.0,1,0,0,2,3,133,1,272,1,0
2965,49,3,1,0,0,434.0,1,1,2,18,6,272,3,-1,0,3
2966,63,5,1,2,0,4692.0,1,0,0,13,5,88,1,181,2,0
2967,36,7,1,1,0,1328.0,1,0,2,6,6,82,4,-1,0,3
2968,41,1,0,0,0,548.0,1,1,0,4,3,149,1,250,1,0
2969,33,9,2,1,0,247.0,1,0,0,20,9,428,1,-1,0,3
2970,41,10,1,0,0,5462.0,0,0,2,6,6,29,4,-1,0,3
2971,50,9,1,1,0,1381.6510878323932,0,0,0,2,6,160,2,-1,0,3
2972,40,1,1,1,0,1522.0,1,1,2,14,8,168,2,-1,0,3
2973,31,9,1,1,1,-367.0,1,0,0,18,5,474,2,-1,0,3
2974,51,2,1,2,0,83.0,0,0,0,20,0,267,2,-1,0,3
2975,38,4,2,2,0,8669.0,1,0,1,21,9,228,2,-1,0,3
2976,150,3,1,0,0,3918.0,0,0,0,27,1,101,3,-1,0,3
2977,40,11,1,2,0,119.0,0,0,0,19,1,258,2,-1,0,3
2978,35,7,1,3,0,618.0,0,0,0,30,0,951,1,-1,0,3
2979,32,1,2,1,0,2696.0,1,0,0,20,9,564,2,183,1,0
2980,26,7,2,2,0,12.0,0,0,0,15,2,72,4,186,6,2
2981,55,1,1,0,0,663.0,1,0,0,6,8,230,1,-1,0,3
2982,29,1,2,1,0,156.0,1,0,2,27,8,574,5,-1,0,3
2983,58,0,1,1,0,1142.0,0,0,1,4,3,82,3,-1,0,3
2984,49,1,1,1,0,-327.0,1,0,0,7,8,423,1,-1,0,3
2985,35,1,1,1,0,449.0,1,0,0,28,5,395,4,-1,0,3
2986,50,2,1,2,0,1605.0,1,0,2,23,8,22,2,-1,0,3
2987,39,1,1,1,0,-99.0,0,0,0,17,5,260,1,-1,0,3
2988,37,2,2,2,0,-961.0,0,0,0,13,0,294,1,-1,0,3
2989,35,0,2,1,0,163.0,1,0,2,12,6,483,1,-1,0,3
2990,52,7,1,1,0,10021.0,0,0,0,20,9,174,1,-1,0,3
2991,37,0,1,1,0,-557.0,1,1,0,15,8,284,15,-1,0,3
2992,39,9,2,1,0,1104.0,0,0,0,20,9,333,2,105,2,2
2993,37,7,0,1,0,398.0,1,1,2,5,8,214,2,-1,0,3
2994,52,6,2,2,0,458.0,1,1,2,9,8,132,5,-1,0,3
2995,51,1,2,1,0,936.0,1,0,2,27,8,253,16,-1,0,3
2996,46,4,2,2,0,334.0,1,0,1,4,8,36,6,90,2,1
2997,27,1,1,3,0,-442.0,1,0,2,30,8,85,7,-1,0,3
2998,41,1,1,0,0,558.0,1,1,2,21,8,56,3,-1,0,3
2999,41,7,1,1,0,475.0,0,0,0,22,1,192,5,-1,0,3
3000,34,0,1,1,0,0.0,1,0,1,10,5,38,1,-1,0,3
3001,45,7,1,1,0,24.0,1,0,0,15,5,192,3,-1,0,3
3002,41,9,0,1,0,809.0,1,0,2,15,8,118,4,-1,0,3
3003,27,7,2,2,0,128.0,0,0,0,8,0,83,1,-1,0,3
3004,32,6,1,2,0,322.0,1,0,0,4,3,192,2,272,1,0
3005,86,5,1,0,0,1817.0,0,0,0,16,7,272,3,-1,0,3
3006,56,5,1,1,0,-113.0,1,1,0,12,1,614,2,-1,0,3
3007,31,0,1,1,0,1331.0,1,0,0,11,8,927,2,-1,0,3
3008,37,1,1,1,0,-510.0,1,0,2,30,8,461,1,-1,0,3
3009,44,7,0,1,0,0.0,1,0,2,4,6,389,5,-1,0,3
3010,55,1,0,1,0,379.0,0,0,0,27,8,275,3,219,2,1
3011,50,1,0,2,0,83.0,1,0,0,21,1,40,2,-1,0,3
3012,34,9,2,1,1,264.0,0,0,2,2,6,131,2,-1,0,3
3013,36,1,1,1,0,1088.0,1,0,0,13,8,77,2,345,2,0
3014,41,0,2,1,0,1381.6510878323932,1,0,0,13,0,754,3,143,6,0
3015,35,1,2,1,0,376.0,1,1,2,6,8,207,3,-1,0,3
3016,36,4,1,2,0,625.0,1,0,0,18,5,1360,9,-1,0,3
3017,41,9,1,1,0,-804.0,1,1,2,27,8,269,11,-1,0,3
3018,30,9,2,1,0,930.0,0,0,0,2,5,396,1,-1,0,3
3019,27,4,2,2,0,88.0,0,0,0,24,0,65,2,-1,0,3
3020,41,4,0,2,0,3355.0,0,0,0,14,10,181,2,500,1,0
3021,31,1,2,1,0,1598.0,1,0,0,11,8,152,2,305,1,2
3022,29,4,1,2,0,877.0,0,0,0,3,3,166,3,-1,0,3
3023,39,0,0,1,0,512.0,0,0,0,4,3,275,1,-1,0,3
3024,36,10,2,0,0,1729.0,0,0,0,21,9,341,1,-1,0,3
3025,58,4,1,2,0,1271.0,1,0,0,28,4,146,1,-1,0,3
3026,27,4,1,2,0,1109.0,1,0,0,21,5,833,5,-1,0,3
3027,36,10,2,1,0,490.0,1,1,2,16,6,265,3,-1,0,3
3028,49,4,2,2,0,1.0,1,0,2,6,6,59,3,-1,0,3
3029,43,1,0,0,0,515.0,1,0,0,13,0,199,2,146,1,0
3030,64,5,1,0,0,12067.0,0,0,1,30,5,367,2,92,2,2
3031,41,1,0,1,0,3622.0,0,0,2,19,6,1135,4,-1,0,3
3032,39,1,2,0,0,323.0,1,0,0,5,6,138,3,-1,0,3
3033,35,7,2,1,0,1063.0,1,1,0,16,0,327,1,-1,0,3
3034,39,4,1,2,0,246.0,0,0,0,11,1,86,2,-1,0,3
3035,45,9,1,1,0,396.0,1,0,0,17,0,266,4,-1,0,3
3036,31,0,1,1,0,11839.0,1,1,0,20,9,533,2,-1,0,3
3037,28,1,2,1,0,39.0,0,0,0,31,5,22,7,-1,0,3
3038,27,1,1,0,0,237.0,1,0,0,22,5,283,6,-1,0,3
3039,25,0,1,1,0,789.0,1,0,0,23,5,202,1,-1,0,3
3040,34,9,2,1,0,179.0,0,0,0,19,1,294,3,-1,0,3
3041,44,4,2,2,0,-1313.0,1,1,0,15,8,104,10,-1,0,3
3042,53,1,1,1,0,-626.0,1,0,0,9,5,205,1,-1,0,3
3043,39,1,1,1,0,1403.0,0,0,0,11,8,214,8,326,2,0
3044,33,9,1,2,0,300.0,0,0,0,14,1,70,3,-1,0,3
3045,36,0,2,1,0,686.0,1,0,0,29,5,114,2,-1,0,3
3046,52,9,1,1,0,470.0,0,0,0,27,1,60,8,-1,0,3
3047,35,6,2,2,0,935.0,1,0,2,28,8,259,2,-1,0,3
3048,30,1,2,1,0,522.0,0,0,0,6,3,197,3,-1,0,3
3049,30,4,2,2,0,1243.0,1,0,1,13,9,86,1,174,1,0
3050,40,1,1,2,0,0.0,1,0,0,25,7,506,2,-1,0,3
3051,28,9,2,2,0,356.0,0,0,0,2,7,76,2,-1,0,3
3052,45,1,1,1,0,7858.0,1,0,2,3,6,641,2,-1,0,3
3053,32,6,2,2,0,4024.0,1,0,0,2,5,150,1,-1,0,3
3054,31,1,2,1,0,3201.0,1,0,2,26,8,96,5,-1,0,3
