,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
15926,34,0,0,1,0,961.0,0,0,0,5,0,137,2,430,2,0,0
15927,50,3,2,3,0,0.0,0,0,1,28,5,118,8,-1,0,3,0
15928,31,7,0,1,0,-274.0,1,0,2,26,8,283,1,-1,0,3,0
15929,44,4,1,2,0,-367.0,1,1,0,19,9,206,5,-1,0,3,0
15930,44,4,2,2,0,1090.0,0,0,0,19,5,204,4,532,2,1,1
15931,41,7,1,1,0,6687.0,1,0,0,21,5,91,3,-1,0,3,0
15932,32,7,1,1,0,387.0,1,0,0,20,9,340,2,-1,0,3,0
15934,42,4,1,2,0,976.0,0,0,0,19,1,164,1,-1,0,3,1
15935,41,4,1,2,0,1194.0,0,0,0,14,1,50,5,-1,0,3,0
15936,50,1,1,0,0,533.0,0,0,0,21,1,212,4,-1,0,3,0
15937,51,0,1,1,0,-267.0,0,1,0,6,1,91,4,-1,0,3,0
15938,26,9,2,1,0,-211.0,1,0,2,23,8,164,3,-1,0,3,0
15939,45,1,1,1,0,192.0,1,0,0,13,8,154,5,176,1,1,0
15940,28,9,1,1,0,930.0,1,1,2,26,8,112,1,-1,0,3,0
15941,55,0,1,1,0,541.0,1,1,0,14,5,512,3,-1,0,3,0
15942,29,4,2,2,0,4331.0,0,0,0,7,5,611,1,-1,0,3,0
15943,33,8,1,1,0,0.0,0,0,0,21,5,100,1,-1,0,3,0
15944,40,0,1,2,0,1108.0,0,0,0,11,1,170,2,112,1,2,0
15945,50,0,1,1,0,1019.0,1,0,2,18,6,76,1,-1,0,3,0
15946,34,4,1,1,0,56.0,1,0,0,20,9,311,3,183,1,0,0
15947,29,0,0,1,0,883.0,0,1,0,8,8,85,1,-1,0,3,0
15948,42,0,1,1,0,323.0,1,1,2,8,8,280,2,-1,0,3,0
15949,25,2,1,2,0,30.0,1,0,0,24,5,254,2,-1,0,3,0
15950,30,9,2,3,0,878.0,1,0,0,15,8,173,3,298,3,1,0
15951,39,0,1,1,0,217.0,1,0,2,4,6,341,4,-1,0,3,0
15952,47,1,1,3,0,1660.0,0,0,0,7,1,187,2,-1,0,3,0
15953,42,4,1,0,0,0.0,0,0,2,9,6,108,1,-1,0,3,0
15954,35,7,1,2,0,1359.0,0,0,2,17,6,585,2,-1,0,3,0
15955,40,7,1,1,0,574.0,1,0,2,15,8,68,3,-1,0,3,0
15956,51,3,1,0,0,339.0,0,0,0,4,11,313,1,-1,0,3,0
15957,51,9,1,1,0,313.0,0,1,0,8,5,378,1,-1,0,3,0
15958,37,7,0,0,1,-475.0,0,0,2,20,6,27,5,-1,0,3,0
15959,26,1,2,1,0,1006.0,1,0,0,14,8,667,1,-1,0,3,1
15960,43,4,1,2,0,78.0,1,0,0,21,9,36,1,109,1,1,0
15961,37,4,1,2,0,-113.0,1,0,2,29,8,219,3,-1,0,3,0
15962,49,1,1,1,0,598.0,1,0,0,15,8,219,6,-1,0,3,0
15963,78,5,0,0,0,55.0,0,0,1,5,9,143,3,90,1,1,0
15964,36,1,1,1,0,0.0,1,0,0,8,8,254,2,361,8,1,0
15965,40,0,2,1,0,0.0,1,0,0,13,8,204,3,-1,0,3,0
15966,52,0,0,1,0,1364.645545435511,1,1,2,13,8,145,1,-1,0,3,0
15967,150,4,2,2,0,178.0,1,0,0,15,8,14,2,-1,0,3,0
15968,43,4,1,2,0,1684.0,1,0,0,18,9,435,4,-1,0,3,0
15970,66,0,1,1,0,4041.0,0,0,0,14,6,713,2,-1,0,3,1
15971,50,1,0,0,0,-333.0,0,1,0,30,5,208,2,-1,0,3,0
15972,27,8,2,1,0,10536.0,0,0,0,29,4,136,1,-1,0,3,0
15973,28,10,2,1,0,23.0,0,0,0,28,4,154,1,-1,0,3,0
15974,31,1,1,1,0,225.0,1,0,0,18,9,236,1,-1,0,3,0
15975,37,4,1,2,0,46.0,1,0,0,15,0,154,1,-1,0,3,0
15976,39,0,0,1,0,19.0,1,0,0,2,5,503,2,147,5,2,1
15977,54,9,2,1,0,473.0,1,0,0,18,1,134,6,-1,0,3,0
15978,32,4,2,2,0,9317.0,0,0,0,2,9,92,3,-1,0,3,0
15979,47,4,1,1,0,1364.645545435511,0,0,0,26,1,142,2,-1,0,3,0
15980,26,8,2,1,0,2138.0,1,0,0,15,8,18,8,371,1,1,0
15982,40,4,2,2,0,151.0,1,0,2,6,8,118,1,-1,0,3,0
15983,32,0,1,1,0,1293.0,1,0,2,7,8,161,2,-1,0,3,0
15984,43,3,1,0,0,0.0,0,1,0,17,9,836,1,129,2,0,0
15985,49,0,2,2,0,228.0,1,0,0,2,7,368,1,-1,0,3,1
15986,55,4,0,2,0,1364.645545435511,0,0,0,22,10,360,2,-1,0,3,1
15987,49,4,0,2,1,0.0,1,0,2,12,8,345,2,-1,0,3,0
15988,53,4,1,2,0,4.0,0,0,2,20,6,19,6,-1,0,3,0
15989,31,8,2,3,0,2144.0,1,0,0,19,9,282,2,-1,0,3,0
15991,37,4,1,2,0,1265.0,0,1,2,4,5,101,1,-1,0,3,0
15992,43,7,0,1,0,7816.0,1,0,1,15,8,16,3,-1,0,3,0
15993,44,1,1,0,0,143.0,1,0,2,7,8,153,1,-1,0,3,0
15994,34,4,1,2,0,6463.0,1,0,0,21,9,40,1,-1,0,3,0
15995,44,2,0,1,0,-143.0,1,0,2,2,6,66,6,-1,0,3,0
15996,34,9,2,1,0,124.0,0,0,1,14,1,31,2,-1,0,3,0
15997,35,9,2,2,0,275.0,1,0,0,25,1,63,5,-1,0,3,0
15998,40,3,1,3,0,161.0,0,0,1,2,0,240,1,-1,0,3,0
15999,33,9,1,1,1,18.0,0,1,0,19,1,19,18,-1,0,3,0
16000,53,7,0,2,0,329.0,0,0,0,30,4,189,1,-1,0,3,0
16001,24,1,2,1,0,1421.0,1,0,0,18,8,209,2,-1,0,3,0
16002,41,10,0,2,0,-198.0,1,0,0,17,9,165,1,-1,0,3,0
16003,38,7,0,1,0,-10.0,1,0,2,17,6,61,2,-1,0,3,0
16004,41,7,1,1,0,446.0,1,0,0,7,0,93,3,140,2,0,0
16005,38,9,1,2,0,216.0,0,0,0,19,1,141,4,-1,0,3,0
16006,44,9,1,0,0,1364.645545435511,0,1,0,31,5,829,4,-1,0,3,1
16007,33,2,2,2,0,327.0,1,1,2,6,6,562,2,-1,0,3,0
16008,29,8,2,3,0,7585.0,0,0,0,3,7,145,2,198,1,0,1
16009,26,11,2,1,0,3247.0,0,0,1,6,3,341,3,-1,0,3,0
16010,25,8,2,1,0,3165.0,0,0,1,20,10,251,2,-1,0,3,0
16011,46,0,2,1,0,-976.0,1,1,0,14,8,111,1,-1,0,3,0
16012,34,4,1,1,0,29.0,0,1,0,17,5,94,2,-1,0,3,0
16013,41,4,2,2,0,-426.0,1,0,0,9,5,294,1,-1,0,3,0
16014,41,7,0,1,0,0.0,1,0,0,9,5,126,1,-1,0,3,0
16015,37,4,1,1,0,341.0,0,0,2,3,6,120,2,-1,0,3,0
16016,37,2,1,2,0,298.0,0,0,0,27,1,183,5,-1,0,3,0
16017,51,0,1,1,0,91.0,0,0,0,19,1,224,2,-1,0,3,0
16018,39,7,1,1,0,-495.0,1,1,0,11,8,51,6,-1,0,3,0
16019,61,6,1,2,0,4162.0,0,0,0,10,9,185,2,-1,0,3,0
16020,42,0,1,1,0,-150.0,0,1,0,8,5,249,3,-1,0,3,0
16021,34,9,1,1,0,133.0,0,0,0,15,9,401,2,187,5,2,1
16022,26,1,1,1,0,624.0,1,0,0,5,3,188,1,247,4,1,0
16023,32,4,0,2,0,948.0,0,0,0,12,1,204,2,-1,0,3,0
16024,33,4,2,2,0,1364.645545435511,0,0,0,20,9,92,2,-1,0,3,0
16025,50,0,2,1,0,3702.0,0,0,0,16,10,109,5,-1,0,3,0
16026,25,8,2,1,0,125.0,0,0,0,9,3,215,1,92,2,2,1
16027,53,1,1,1,0,3036.0,1,0,0,21,9,104,2,190,1,1,0
16028,46,4,2,1,1,177.0,0,0,0,18,9,437,1,-1,0,3,0
16029,31,1,2,0,0,342.0,1,0,0,18,8,284,2,-1,0,3,0
16030,72,4,1,1,0,6199.0,0,0,0,3,11,531,1,-1,0,3,0
16031,45,4,0,2,0,6200.0,0,0,0,29,5,103,2,-1,0,3,0
16032,59,1,1,1,0,0.0,1,0,2,20,8,217,4,-1,0,3,0
16033,46,9,2,1,0,747.0,1,0,1,6,8,22,6,-1,0,3,0
16034,27,0,1,1,0,158.0,1,0,0,25,5,124,2,-1,0,3,0
16035,27,4,2,2,0,438.0,1,0,0,18,8,10,5,-1,0,3,0
16036,48,7,1,1,0,533.0,0,0,2,9,6,63,1,-1,0,3,0
16037,32,10,2,2,0,586.0,1,0,0,9,3,12,2,-1,0,3,0
16038,48,10,1,1,0,11371.0,1,0,0,3,3,109,3,-1,0,3,0
16039,50,4,1,2,0,24.0,0,0,0,20,1,157,1,-1,0,3,0
16040,48,4,0,2,0,249.0,0,0,0,6,1,293,6,-1,0,3,0
16041,42,7,1,0,0,248.0,1,0,0,14,8,480,2,-1,0,3,0
16042,52,9,0,2,0,728.0,0,0,2,16,6,644,1,-1,0,3,0
16043,46,9,1,1,0,9299.0,0,0,0,19,5,1148,1,276,2,1,1
16045,32,4,2,2,0,2536.0,1,0,0,26,1,958,6,-1,0,3,1
16046,37,0,0,1,0,0.0,1,0,2,30,8,127,5,-1,0,3,0
16047,53,2,1,0,0,1364.645545435511,1,1,2,5,6,314,2,-1,0,3,0
16048,51,9,1,1,0,532.0,1,1,0,18,9,346,1,-1,0,3,0
16049,60,5,1,1,0,1364.645545435511,1,0,2,12,8,113,3,-1,0,3,0
16050,37,9,1,1,0,1610.0,0,0,2,16,6,140,2,-1,0,3,0
16051,27,1,2,1,0,294.0,1,1,2,28,8,694,2,-1,0,3,1
16052,46,3,0,0,0,2291.0,0,0,2,17,6,218,1,-1,0,3,0
16053,36,4,2,1,0,159.0,0,0,0,5,3,443,1,-1,0,3,0
16054,42,1,1,0,0,686.0,1,0,0,15,8,1326,6,175,3,0,0
16055,45,9,2,1,0,410.0,1,0,2,30,8,891,4,-1,0,3,1
16056,55,3,2,0,0,0.0,0,0,2,5,6,247,1,-1,0,3,0
16057,25,1,2,1,0,76.0,0,1,0,28,5,50,4,-1,0,3,0
16058,40,5,1,1,0,1364.645545435511,0,0,0,27,3,131,2,-1,0,3,1
16059,29,4,1,2,0,5698.0,0,0,0,25,5,198,1,-1,0,3,0
16060,45,9,0,1,0,976.0,1,0,0,17,0,183,1,338,2,0,0
16061,47,1,1,1,0,33.0,0,0,1,17,9,27,1,-1,0,3,0
16062,53,4,1,2,0,694.0,0,0,2,18,6,130,6,-1,0,3,0
16063,39,7,1,2,0,35.0,0,0,0,20,1,211,3,-1,0,3,0
16064,42,0,1,1,0,1030.0,0,0,2,9,6,148,3,-1,0,3,0
16065,30,4,1,2,0,1996.0,0,0,0,8,3,1133,3,101,1,1,1
16066,52,9,0,1,0,5102.0,0,0,0,8,1,117,2,-1,0,3,0
16067,44,9,0,1,0,314.0,1,0,2,12,1,18,1,651,1,2,0
16068,43,7,2,1,0,21.0,0,0,0,3,3,203,3,-1,0,3,0
16069,33,4,2,2,0,474.0,1,0,0,2,3,62,1,179,3,0,0
16070,50,1,1,0,0,167.0,0,0,0,19,9,189,1,-1,0,3,0
16071,33,9,2,1,0,2085.0,0,0,0,9,3,501,2,-1,0,3,1
16072,38,0,1,1,0,2549.0,0,0,0,3,7,103,1,-1,0,3,0
16073,47,6,1,2,0,3072.0,0,0,0,21,9,229,3,-1,0,3,0
16074,23,8,2,1,0,922.0,0,0,0,28,8,538,2,184,9,0,1
16075,49,0,1,1,0,635.0,0,0,1,22,5,400,8,-1,0,3,0
16076,24,8,2,0,0,1235.0,0,0,0,14,5,334,4,93,6,1,1
16077,57,3,1,0,0,473.0,0,0,2,9,6,87,1,-1,0,3,0
16078,46,9,1,1,0,536.0,1,0,2,16,6,750,2,-1,0,3,1
16079,34,9,2,2,0,612.0,0,0,0,25,8,91,1,-1,0,3,0
16080,28,9,1,1,0,839.0,1,0,2,27,8,240,2,-1,0,3,0
16081,23,8,2,1,0,480.0,0,0,0,11,1,162,1,-1,0,3,0
16082,29,0,2,1,1,1364.645545435511,1,0,2,17,6,269,3,-1,0,3,0
16083,40,1,1,1,0,0.0,1,1,0,19,9,53,2,-1,0,3,0
16084,32,7,2,2,0,143.0,1,1,0,22,5,115,3,-1,0,3,0
16085,40,0,1,2,0,0.0,1,0,2,20,8,88,2,-1,0,3,0
16086,44,4,2,2,0,897.0,1,1,0,15,0,358,1,-1,0,3,0
16087,40,5,1,1,0,1630.0,0,0,2,5,6,160,1,-1,0,3,0
16088,40,7,1,3,0,12839.0,1,0,0,7,8,50,1,171,4,0,0
16089,60,5,1,1,0,0.0,0,0,0,5,1,143,3,-1,0,3,0
16090,30,4,2,2,0,3410.0,1,0,0,18,8,140,1,-1,0,3,0
16091,30,9,2,1,0,1534.0,1,0,2,27,8,596,1,-1,0,3,0
16092,29,3,1,0,0,417.0,0,0,0,23,5,108,2,-1,0,3,0
16093,33,4,0,2,0,0.0,0,0,0,13,1,305,2,-1,0,3,0
16094,33,9,2,2,0,617.0,1,0,0,16,0,282,2,259,4,1,0
16095,33,7,1,1,0,0.0,0,0,0,4,3,264,1,-1,0,3,0
16096,32,10,2,2,0,336.0,1,0,2,8,8,139,1,-1,0,3,0
16097,58,5,1,1,0,2836.0,0,0,2,6,6,248,2,-1,0,3,0
16098,70,5,0,0,0,383.0,0,0,0,28,0,50,2,-1,0,3,0
16099,31,4,1,2,0,3.0,0,0,0,28,1,12,17,-1,0,3,0
16100,48,4,0,2,0,108.0,1,0,2,27,8,89,2,-1,0,3,0
16101,45,9,1,1,0,0.0,1,1,1,2,3,111,2,208,1,0,0
16102,28,8,2,2,0,22.0,1,0,0,15,8,536,2,-1,0,3,1
16103,49,9,0,1,0,95.0,1,0,0,8,8,90,1,-1,0,3,0
16104,39,5,2,0,0,-79.0,0,0,2,9,8,180,1,-1,0,3,0
16105,59,5,0,0,0,217.0,1,0,2,26,8,574,3,-1,0,3,0
16106,72,5,1,0,0,4657.0,0,0,0,22,2,305,3,309,5,2,1
16107,36,9,2,1,0,94.0,1,0,0,20,0,274,1,-1,0,3,0
16108,53,4,1,1,0,2522.0,0,0,2,9,6,478,2,-1,0,3,0
16109,33,1,1,1,0,640.0,1,0,0,3,3,439,3,-1,0,3,0
16110,33,4,1,3,0,117.0,0,1,0,9,5,133,2,-1,0,3,0
16111,41,9,2,2,0,1646.0,1,0,0,5,8,258,1,90,7,2,1
16112,46,1,1,0,0,1429.0,1,0,2,14,8,91,1,-1,0,3,0
16113,28,1,2,1,0,56.0,1,0,2,23,8,66,1,-1,0,3,0
16114,51,4,1,2,0,2814.0,0,0,0,3,3,178,1,-1,0,3,0
16115,52,4,0,1,0,944.0,0,1,2,9,6,119,1,-1,0,3,0
16116,59,5,1,0,0,1085.0,0,0,2,16,6,191,2,-1,0,3,0
16117,49,4,2,2,0,2555.0,0,1,0,24,5,263,2,-1,0,3,0
16118,41,9,0,1,0,225.0,1,1,2,13,8,139,1,-1,0,3,0
16119,34,3,1,0,0,326.0,0,0,0,8,1,17,7,-1,0,3,0
16120,57,5,1,0,0,5799.0,0,0,2,17,6,97,1,-1,0,3,0
16121,53,4,1,2,0,267.0,1,0,1,23,5,90,1,-1,0,3,0
16122,36,1,1,0,0,345.0,1,0,0,20,0,223,1,-1,0,3,0
16123,35,4,1,2,0,820.0,1,0,2,8,8,287,4,-1,0,3,0
16124,32,9,0,1,0,0.0,0,0,0,19,1,103,4,-1,0,3,0
16125,33,7,1,1,0,255.0,1,1,0,5,8,237,4,165,4,0,0
16126,35,7,2,1,0,0.0,1,0,0,19,9,305,4,-1,0,3,0
16127,45,4,1,2,0,0.0,0,0,0,11,1,102,4,-1,0,3,0
16128,22,1,1,1,0,36.0,1,0,2,19,8,120,3,-1,0,3,0
16129,41,4,0,2,0,3426.0,0,0,0,1,10,302,1,119,5,2,0
16130,52,9,0,1,0,144.0,1,0,0,15,8,362,1,-1,0,3,0
16131,45,1,1,1,0,66.0,1,0,2,13,8,3366,3,-1,0,3,0
16132,29,7,2,1,0,1364.645545435511,0,0,0,11,4,111,1,210,4,0,0
16133,27,1,1,1,0,411.0,1,1,2,27,8,123,1,-1,0,3,0
16134,45,4,0,1,0,1144.0,1,0,0,16,0,129,1,-1,0,3,0
16135,39,1,0,2,0,382.0,0,0,0,18,6,201,3,-1,0,3,0
16136,40,4,2,2,0,15.0,0,1,2,22,1,4,1,-1,0,3,0
16137,25,8,2,1,0,1868.0,0,0,0,26,10,259,1,103,2,1,1
16138,54,1,1,1,0,-102.0,1,0,0,27,1,164,7,-1,0,3,0
16139,32,4,1,2,0,421.0,0,0,0,6,1,851,6,-1,0,3,0
16140,40,10,2,1,0,6.0,0,0,2,9,6,134,3,-1,0,3,0
16142,30,7,1,1,0,-176.0,1,0,0,30,5,47,31,-1,0,3,0
16143,46,7,1,2,0,2520.0,1,0,0,19,9,144,1,-1,0,3,0
16144,41,6,1,3,0,1377.0,1,0,0,15,8,111,4,371,2,1,0
16145,26,7,1,1,0,1364.645545435511,1,0,0,18,8,130,4,-1,0,3,0
16146,35,9,2,1,0,915.0,0,1,0,26,1,89,3,-1,0,3,0
16147,24,8,2,1,0,382.0,0,0,0,30,0,567,2,-1,0,3,1
16148,48,1,1,1,0,3008.0,1,1,0,18,9,163,1,187,3,0,0
16149,47,7,0,1,0,-116.0,0,1,0,25,5,160,3,-1,0,3,0
16150,59,1,1,1,0,0.0,0,0,2,6,6,135,1,-1,0,3,0
16151,23,1,2,1,0,0.0,1,0,0,8,8,6,5,350,2,0,0
16152,32,7,2,1,0,49.0,1,0,0,17,0,184,4,-1,0,3,0
16153,34,1,1,0,0,1364.645545435511,1,1,0,8,5,225,1,-1,0,3,0
16154,40,0,1,1,0,1158.0,1,0,0,20,0,25,2,-1,0,3,0
16155,60,4,1,1,0,0.0,0,0,0,20,8,321,4,87,8,0,0
16156,43,11,1,1,0,703.0,1,0,0,7,8,96,3,301,1,0,0
16157,31,1,1,1,0,536.0,1,0,0,14,8,22,6,-1,0,3,0
16158,23,1,2,1,0,39.0,1,0,0,18,8,76,1,-1,0,3,0
16160,33,9,1,1,0,575.0,0,1,0,4,3,254,2,-1,0,3,0
16161,55,4,0,2,0,1598.0,0,0,0,22,1,607,4,-1,0,3,0
16162,33,7,2,1,0,406.0,1,0,0,5,3,61,1,275,1,0,0
16163,38,9,1,1,0,740.0,0,0,0,7,1,259,3,-1,0,3,0
16164,36,1,0,1,0,-159.0,1,0,2,4,6,382,3,-1,0,3,0
16165,27,0,1,1,0,710.0,1,1,0,6,8,653,1,334,2,2,1
16166,78,5,1,3,0,4807.0,0,0,1,22,10,1002,4,-1,0,3,1
16167,42,9,1,2,0,15445.0,0,0,0,3,6,247,2,-1,0,3,0
16168,30,8,2,2,0,0.0,0,0,0,6,3,10,5,-1,0,3,0
16169,46,1,1,1,0,-70.0,1,0,0,8,8,219,2,-1,0,3,0
16170,26,8,2,1,0,4613.0,0,0,0,28,8,663,3,196,2,1,1
16171,38,1,1,1,0,360.0,1,0,2,14,8,220,2,-1,0,3,0
16172,33,4,1,2,0,1522.0,1,0,0,18,9,171,2,179,3,0,0
16173,35,7,1,1,0,372.0,1,0,0,11,5,230,1,-1,0,3,0
16174,51,4,0,2,0,119.0,0,0,0,17,9,200,1,165,2,0,0
16175,46,9,1,2,0,31630.0,0,0,0,30,9,448,2,214,1,0,0
16176,32,1,1,0,0,827.0,1,0,2,23,8,230,2,-1,0,3,0
16177,49,4,1,2,0,666.0,1,0,0,12,8,337,1,309,6,0,0
16178,59,5,1,1,0,1080.0,0,0,0,21,0,645,2,-1,0,3,0
16179,38,4,1,2,0,-120.0,1,0,0,11,8,148,1,367,2,0,0
16180,33,9,2,1,0,-242.0,1,0,0,15,8,49,3,-1,0,3,0
16181,31,9,1,2,0,165.0,0,0,0,15,8,218,4,-1,0,3,0
16182,49,4,2,1,0,61.0,1,0,0,29,4,185,2,246,1,0,0
16184,36,0,0,1,0,11.0,0,0,0,19,1,97,2,-1,0,3,0
16185,33,4,1,2,0,271.0,1,0,0,13,9,182,2,91,2,2,1
16186,40,1,1,0,1,-56.0,1,0,2,27,8,316,1,-1,0,3,0
16187,41,4,0,2,0,107.0,1,0,0,17,5,122,17,-1,0,3,0
16188,34,4,1,2,0,188.0,0,0,0,5,8,399,2,-1,0,3,0
16189,46,1,2,0,0,96.0,1,0,0,19,9,217,1,-1,0,3,0
16190,49,6,1,2,0,1791.0,0,0,0,25,11,139,1,-1,0,3,0
16191,45,1,1,1,0,2926.0,1,1,0,19,9,482,3,120,2,0,0
16192,25,2,1,2,0,37.0,1,1,2,8,8,453,2,-1,0,3,0
16193,27,8,2,2,0,37.0,1,0,0,7,8,125,1,364,1,0,0
16194,41,3,1,1,0,12.0,0,1,0,28,5,472,3,-1,0,3,0
16195,53,5,1,0,0,17.0,0,1,2,6,6,104,2,-1,0,3,0
16196,32,4,1,2,0,1232.0,0,0,0,25,1,97,4,-1,0,3,0
16198,35,1,1,1,0,-659.0,1,1,2,28,8,30,2,-1,0,3,0
16199,71,6,1,1,0,5946.0,0,0,0,3,5,59,7,-1,0,3,0
16200,80,5,1,0,0,1861.0,0,0,1,14,0,563,2,-1,0,3,0
16201,33,0,1,1,0,30.0,1,0,1,5,8,125,2,-1,0,3,0
16202,32,7,2,1,0,152.0,1,0,0,25,8,158,2,-1,0,3,1
16203,35,3,2,2,0,608.0,1,1,2,2,6,227,1,-1,0,3,0
16204,32,1,1,1,0,0.0,1,0,0,9,3,7,7,-1,0,3,0
16206,30,4,2,2,0,376.0,1,0,0,21,9,710,1,-1,0,3,1
16207,25,9,2,2,0,43.0,1,1,2,28,8,738,1,-1,0,3,0
16208,47,0,1,3,0,989.0,0,0,2,19,6,116,2,-1,0,3,0
16209,50,6,1,1,0,3025.0,0,1,0,6,1,168,3,-1,0,3,0
16210,51,0,1,2,0,26.0,1,0,1,28,1,51,3,-1,0,3,0
16211,37,4,2,2,0,600.0,1,0,0,17,9,116,2,196,1,0,0
16212,70,5,1,0,0,7781.0,0,0,0,3,5,222,1,-1,0,3,0
16213,38,1,1,1,0,13849.0,1,0,0,9,0,286,4,321,5,0,0
16214,41,5,2,0,0,2579.0,0,0,0,13,10,213,1,-1,0,3,0
16215,45,1,1,0,0,1558.0,1,0,0,6,8,179,1,-1,0,3,0
16216,48,1,2,0,0,244.0,1,0,0,15,8,54,5,-1,0,3,0
16217,37,7,2,1,0,259.0,1,0,2,7,8,130,1,-1,0,3,0
16218,48,11,1,1,0,438.0,0,0,0,28,4,412,5,-1,0,3,0
16219,36,0,0,1,0,592.0,0,0,0,14,4,96,7,93,7,2,0
16220,52,4,0,2,0,0.0,0,0,0,21,9,328,1,-1,0,3,0
16221,30,6,1,2,0,2666.0,0,0,0,4,8,781,3,89,1,2,1
16222,44,6,1,2,0,3295.0,0,0,2,9,6,138,4,-1,0,3,0
16223,53,1,1,1,0,143.0,1,0,0,7,5,122,5,-1,0,3,0
16224,63,5,1,2,0,133.0,1,0,0,13,3,104,2,-1,0,3,0
16225,60,9,1,2,0,6573.0,1,0,0,6,9,126,2,87,2,0,0
16226,57,11,1,0,0,900.0,0,0,0,8,1,169,4,-1,0,3,0
16227,52,4,1,2,0,1646.0,0,1,0,9,3,92,3,-1,0,3,0
16228,59,4,1,2,0,1857.0,0,0,0,29,4,386,1,168,4,0,0
16229,36,7,1,1,0,-11.0,1,0,0,30,5,172,28,-1,0,3,0
16230,41,0,1,1,0,542.0,1,0,1,11,8,64,2,347,1,1,0
16231,32,1,2,1,0,435.0,1,0,2,21,8,373,2,-1,0,3,0
16232,44,9,1,2,0,1364.645545435511,1,1,0,30,0,247,1,-1,0,3,0
16233,49,1,1,1,0,1743.0,0,0,2,18,6,68,1,-1,0,3,0
16234,40,1,1,1,0,384.0,0,1,0,30,5,142,3,-1,0,3,0
16235,31,9,2,1,0,7567.0,0,0,0,14,8,287,1,276,2,0,0
16236,50,2,0,2,0,541.0,0,0,0,18,9,204,2,-1,0,3,0
16237,44,4,1,1,0,491.0,1,1,0,11,8,40,4,-1,0,3,0
16238,30,9,2,1,0,963.0,1,0,0,18,8,66,1,-1,0,3,0
16239,50,4,1,2,0,830.0,0,0,0,17,9,71,1,138,2,0,0
16240,39,7,2,1,0,445.0,0,0,1,18,1,108,1,-1,0,3,0
16241,70,5,1,1,0,616.0,0,0,0,27,10,89,1,-1,0,3,0
16242,41,0,1,3,0,488.0,0,0,0,21,9,174,1,-1,0,3,0
16243,38,7,1,1,0,611.0,1,1,2,18,6,61,3,-1,0,3,0
16244,38,4,1,2,0,613.0,0,0,0,3,3,239,1,-1,0,3,1
16246,42,7,1,1,0,-141.0,1,1,0,13,8,211,3,345,3,0,0
16247,39,0,1,1,0,1221.0,0,0,2,12,6,97,1,-1,0,3,0
16248,33,4,2,2,0,1956.0,0,0,1,8,9,76,1,-1,0,3,0
16249,51,10,1,1,0,1760.0,0,1,0,19,9,162,1,-1,0,3,0
16250,56,5,1,0,0,3149.0,0,0,0,7,1,142,3,-1,0,3,0
16252,41,4,1,0,0,5310.0,1,0,0,17,9,984,1,-1,0,3,1
16253,39,1,2,3,0,1364.645545435511,0,0,2,5,6,97,2,-1,0,3,0
16254,50,1,0,0,0,602.0,1,0,0,31,5,225,2,-1,0,3,0
16255,35,9,2,2,0,0.0,1,0,1,28,1,46,2,-1,0,3,0
16256,34,1,1,1,0,29.0,1,0,0,15,8,285,5,-1,0,3,1
16257,40,1,1,0,0,-124.0,1,0,2,27,8,47,5,-1,0,3,0
16258,39,1,1,1,0,1364.645545435511,0,0,2,20,6,78,7,-1,0,3,0
16259,40,9,0,1,0,300.0,1,1,0,17,0,386,2,-1,0,3,0
16260,61,5,0,1,0,1857.0,1,0,2,28,8,173,4,-1,0,3,0
16261,39,9,2,2,0,285.0,0,0,0,19,1,284,2,-1,0,3,0
16262,45,3,1,1,0,4068.0,0,0,0,20,1,184,1,-1,0,3,1
16263,41,0,1,1,0,1794.0,1,0,2,14,8,135,2,-1,0,3,0
16264,50,1,1,1,0,253.0,0,0,1,28,4,37,1,-1,0,3,0
16265,37,8,2,1,0,681.0,0,0,0,5,3,187,1,8,1,1,0
16266,47,1,1,1,1,-594.0,1,1,0,7,5,100,4,-1,0,3,0
16267,43,1,1,1,0,1127.0,1,0,0,17,0,126,3,345,2,1,0
16268,29,4,1,2,0,-346.0,0,0,0,29,4,290,2,-1,0,3,0
16269,40,10,0,1,0,991.0,1,0,2,12,6,316,2,-1,0,3,0
16270,68,5,1,1,0,1443.0,0,0,1,21,2,2062,2,257,1,2,1
16271,30,0,2,1,0,40.0,0,0,0,22,0,382,2,-1,0,3,0
16272,35,4,1,2,0,2801.0,1,0,0,31,5,184,2,-1,0,3,0
16273,58,0,0,1,0,74.0,1,0,1,22,5,514,11,-1,0,3,0
16274,48,9,0,2,0,855.0,0,0,0,6,1,68,4,-1,0,3,0
16275,44,0,2,1,0,1364.645545435511,0,0,0,7,1,166,1,99,2,1,1
16276,45,2,1,2,0,2185.0,1,0,0,19,9,167,4,-1,0,3,0
16277,46,9,2,1,0,3494.0,1,0,2,20,6,87,1,-1,0,3,0
16278,40,1,1,3,0,638.0,1,1,0,6,3,68,3,254,2,0,0
16279,34,9,1,1,0,439.0,1,0,0,12,8,347,1,-1,0,3,0
16280,43,4,2,2,0,5658.0,0,0,2,12,6,-5,3,-1,0,3,0
16281,50,2,1,2,0,-52.0,1,0,2,14,8,166,2,-1,0,3,0
16282,25,10,1,1,0,1404.0,1,0,0,2,9,85,2,-1,0,3,0
