age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44.0,blue-collar,married,primary,0,924.0,1,0,unknown,4,jun,89,3.0,0,0,unknown,0
42.0,management,married,tertiary,0,1823.0,1,0,unknown,13,may,31,1.0,0,0,unknown,0
34.0,housemaid,married,secondary,0,-97.0,1,1,cellular,8,jul,119,2.0,0,0,unknown,0
32.0,admin.,single,tertiary,0,497.0,1,0,cellular,13,aug,132,4.0,0,0,unknown,0
29.0,management,married,tertiary,0,4050.0,1,0,unknown,28,may,166,1.0,0,1,unknown,0
51.0,administrator,single,secondary,0,2685.0,0,0,unknown,20,jun,78,2.0,0,0,unknown,0
30.0,technician,single,tertiary,0,3.0,1,0,unknown,7,may,174,1.0,0,0,unknown,0
38.0,blue-collar,single,secondary,0,1911.0,1,0,cellular,31,jul,74,4.0,0,0,unknown,0
56.0,unemployed,divorced,secondary,0,283.0,1,1,cellular,20,apr,89,3.0,1,0,failure,0
34.0,management,single,tertiary,0,556.0,1,0,,20,apr,143,2.0,0,0,unknown,0
26.0,services,married,secondary,0,,1,0,cellular,24,jul,1036,1.0,0,0,unknown,0
31.0,technician,divorced,tertiary,0,2287.0,1,0,unknown,21,may,97,1.0,0,0,unknown,0
51.0,,married,primary,0,1443.0,0,0,cellular,26,may,574,1.0,1,1,success,0
53.0,entrepreneur,married,tertiary,0,71.0,0,1,cellular,29,jan,86,1.0,0,0,unknown,0
38.0,blue-collar,married,unknown,0,5.0,1,0,unknown,7,may,221,2.0,0,0,unknown,0
38.0,management,single,tertiary,0,455.0,1,0,cellular,19,feb,255,2.0,1,0,success,1
44.0,blue-collar,married,secondary,0,,1,0,cellular,21,nov,297,1.0,0,0,unknown,0
42.0,,married,secondary,0,703.0,1,0,cellular,10,jul,210,1.0,0,0,unknown,0
39.0,management,married,tertiary,0,0.0,1,0,unknown,2,jun,46,2.0,0,0,unknown,0
35.0,admin.,married,secondary,0,557.0,1,0,cellular,17,jun,54,4.0,0,0,unknown,0
39.0,blue-collar,married,secondary,0,-66.0,0,1,telephone,24,jul,626,5.0,0,0,unknown,0
47.0,,married,secondary,0,1981.0,1,0,cellular,21,jul,919,2.0,0,0,unknown,1
54.0,management,divorced,tertiary,0,5475.0,0,0,cellular,21,oct,1032,1.0,1,0,success,1
49.0,,married,secondary,0,4785.0,0,0,unknown,12,may,160,4.0,0,0,unknown,0
51.0,management,married,tertiary,0,2455.0,1,0,cellular,21,jul,553,1.0,0,0,unknown,1
31.0,technician,single,secondary,0,271.0,1,0,cellular,5,may,269,1.0,0,0,unknown,0
59.0,retired,divorced,tertiary,0,-134.0,0,0,cellular,14,aug,217,4.0,0,0,unknown,0
33.0,services,married,secondary,0,,0,1,cellular,19,aug,116,7.0,0,0,unknown,0
,administrator,married,secondary,0,-169.0,0,0,telephone,14,jul,310,3.0,0,0,unknown,0
35.0,admin.,married,secondary,0,561.0,1,0,cellular,5,may,168,2.0,0,0,unknown,0
39.0,blue-collar,married,secondary,0,123.0,0,0,unknown,17,jun,110,1.0,0,0,unknown,0
32.0,technician,single,tertiary,0,1150.0,0,0,cellular,8,aug,31,,0,0,unknown,0
37.0,blue-collar,married,primary,0,,1,1,unknown,20,may,309,1.0,0,0,unknown,0
46.0,management,divorced,tertiary,0,624.0,0,0,cellular,17,sep,336,2.0,1,0,success,1
49.0,unknown,married,secondary,0,0.0,0,0,cellular,28,aug,173,2.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,14.0,0,0,cellular,7,jul,407,1.0,0,0,unknown,0
45.0,administrator,married,secondary,0,5346.0,1,1,unknown,21,oct,187,1.0,0,0,unknown,1
33.0,technician,married,secondary,0,3002.0,1,0,unknown,28,may,176,2.0,0,0,unknown,0
47.0,blue-collar,married,secondary,0,1021.0,0,0,,13,aug,399,3.0,0,0,unknown,0
33.0,management,divorced,tertiary,0,-1027.0,1,0,unknown,30,may,205,6.0,0,0,unknown,0
52.0,technician,married,tertiary,0,876.0,0,0,cellular,4,may,601,3.0,0,0,unknown,1
,entrepreneur,married,tertiary,0,83.0,1,0,cellular,11,jul,193,2.0,0,0,unknown,0
,,married,secondary,0,-62.0,1,0,unknown,16,jun,109,3.0,0,0,unknown,0
34.0,services,single,primary,0,496.0,1,0,cellular,5,feb,173,1.0,0,0,unknown,0
32.0,admin.,married,secondary,0,0.0,1,1,unknown,1,jul,122,1.0,0,0,unknown,0
44.0,management,married,tertiary,0,38.0,0,0,cellular,22,aug,98,5.0,0,0,unknown,0
42.0,administrator,married,secondary,0,0.0,1,0,cellular,20,apr,72,1.0,1,0,failure,0
54.0,management,divorced,tertiary,0,787.0,0,0,cellular,6,aug,90,2.0,0,0,unknown,0
60.0,retired,married,primary,0,37.0,0,0,cellular,18,jun,754,3.0,0,0,unknown,0
37.0,entrepreneur,married,tertiary,0,227.0,1,0,cellular,10,jul,283,1.0,0,0,unknown,0
27.0,student,single,secondary,0,3.0,0,0,cellular,28,jan,131,1.0,0,0,unknown,0
52.0,services,married,secondary,0,431.0,0,0,cellular,26,aug,73,17.0,0,0,unknown,0
47.0,housemaid,married,primary,0,,1,0,telephone,15,jul,162,1.0,0,0,unknown,0
35.0,services,married,secondary,0,1453.0,1,0,unknown,28,may,199,1.0,0,0,unknown,0
58.0,technician,married,primary,1,-247.0,0,0,unknown,6,jun,179,1.0,0,0,unknown,0
35.0,management,divorced,tertiary,0,2287.0,0,0,cellular,18,nov,130,3.0,0,0,unknown,0
69.0,retired,divorced,secondary,0,4572.0,0,0,telephone,27,oct,146,2.0,1,0,other,1
30.0,blue-collar,divorced,secondary,0,292.0,1,0,cellular,7,may,381,,1,0,other,0
57.0,management,divorced,tertiary,0,1016.0,1,0,cellular,29,jan,462,2.0,1,0,failure,0
33.0,services,married,secondary,0,70.0,1,0,cellular,21,jul,333,3.0,0,0,unknown,0
57.0,administrator,single,secondary,0,0.0,0,0,cellular,28,jul,261,,0,0,unknown,0
47.0,technician,married,secondary,0,147.0,0,0,cellular,22,aug,136,2.0,0,0,unknown,0
69.0,retired,married,primary,0,2713.0,0,0,telephone,3,feb,32,1.0,0,0,unknown,0
,,divorced,primary,0,976.0,0,0,cellular,28,jun,345,1.0,1,0,other,1
58.0,housemaid,married,primary,0,2348.0,0,0,unknown,9,jun,226,1.0,0,0,unknown,0
60.0,retired,married,secondary,0,7.0,0,1,cellular,18,aug,87,5.0,0,0,unknown,0
,management,married,tertiary,0,0.0,1,1,cellular,25,jul,86,4.0,0,0,unknown,0
27.0,,single,secondary,0,456.0,0,0,cellular,13,may,104,1.0,0,0,unknown,0
37.0,management,married,tertiary,0,2401.0,0,0,cellular,6,aug,203,7.0,0,0,unknown,0
33.0,self-employed,single,tertiary,0,1354.0,1,0,cellular,16,apr,270,1.0,1,0,failure,0
49.0,blue-collar,married,primary,0,-167.0,0,0,cellular,7,jul,51,1.0,0,0,unknown,0
,student,single,secondary,0,368.0,1,0,unknown,20,may,81,1.0,0,0,unknown,0
,retired,married,secondary,0,2575.0,0,0,telephone,20,apr,216,2.0,0,0,unknown,1
53.0,management,married,secondary,0,4601.0,1,0,unknown,20,jun,100,4.0,0,0,unknown,0
33.0,admin.,married,secondary,0,616.0,0,0,cellular,6,sep,250,3.0,0,0,unknown,1
30.0,housemaid,married,secondary,0,533.0,1,0,cellular,2,jun,212,1.0,0,0,unknown,0
38.0,technician,divorced,tertiary,1,-530.0,1,0,unknown,21,may,236,1.0,0,0,unknown,0
31.0,technician,single,secondary,0,1282.0,0,0,cellular,12,may,144,1.0,1,0,failure,0
31.0,management,single,tertiary,0,0.0,0,0,cellular,21,aug,218,,0,0,unknown,0
36.0,management,married,tertiary,0,2987.0,1,0,cellular,12,aug,307,1.0,0,0,unknown,1
37.0,blue-collar,divorced,secondary,0,-175.0,1,0,cellular,30,jan,638,4.0,1,0,failure,0
38.0,technician,married,secondary,0,508.0,1,0,cellular,18,nov,722,3.0,1,0,failure,0
41.0,blue-collar,married,primary,0,5560.0,1,0,cellular,12,may,280,2.0,1,0,failure,0
32.0,technician,single,tertiary,0,632.0,0,1,cellular,6,aug,103,2.0,0,0,unknown,0
30.0,blue-collar,single,secondary,0,315.0,0,0,cellular,23,jun,1407,1.0,0,0,unknown,1
29.0,blue-collar,married,secondary,0,64.0,1,0,cellular,14,may,444,2.0,1,0,failure,0
45.0,services,married,secondary,0,9077.0,1,0,unknown,15,may,139,1.0,0,0,unknown,0
34.0,administrator,single,unknown,0,2434.0,1,0,unknown,6,may,218,4.0,0,0,unknown,0
30.0,,single,secondary,0,,1,0,cellular,12,aug,73,2.0,0,0,unknown,0
52.0,blue-collar,married,primary,0,2144.0,1,0,unknown,30,may,60,1.0,0,0,unknown,0
59.0,management,divorced,tertiary,0,3368.0,0,0,cellular,14,aug,260,1.0,0,0,unknown,0
38.0,blue-collar,married,primary,0,362.0,1,0,unknown,8,may,100,5.0,0,0,unknown,0
32.0,management,married,tertiary,0,4945.0,0,0,cellular,4,jun,160,1.0,1,0,other,1
38.0,technician,married,secondary,0,254.0,1,0,unknown,27,may,359,6.0,0,0,unknown,0
55.0,technician,married,secondary,0,2014.0,1,1,unknown,15,may,253,2.0,0,0,unknown,0
50.0,management,married,tertiary,0,89.0,0,0,unknown,20,jun,35,2.0,0,0,unknown,0
23.0,technician,single,secondary,1,150.0,1,1,unknown,6,jun,66,5.0,0,0,unknown,0
42.0,management,married,secondary,0,0.0,0,0,cellular,30,jul,458,3.0,0,0,unknown,0
49.0,blue-collar,married,secondary,0,366.0,1,1,unknown,30,may,191,3.0,0,0,unknown,0
59.0,retired,married,primary,0,1064.0,1,0,cellular,6,may,88,2.0,0,0,unknown,0
41.0,,married,primary,0,7735.0,1,0,unknown,14,may,240,1.0,0,0,unknown,0
34.0,management,single,tertiary,0,2835.0,1,0,cellular,12,aug,107,2.0,0,0,unknown,0
36.0,management,divorced,tertiary,0,0.0,1,0,unknown,19,may,21,11.0,0,0,unknown,0
39.0,administrator,married,primary,0,0.0,0,0,cellular,17,nov,106,1.0,0,0,unknown,0
53.0,self-employed,married,tertiary,0,337.0,1,1,cellular,18,nov,80,2.0,0,0,unknown,0
44.0,self-employed,divorced,secondary,0,80.0,1,1,unknown,14,may,387,2.0,0,0,unknown,0
54.0,blue-collar,married,secondary,0,844.0,0,0,telephone,5,feb,8,7.0,1,1,other,0
42.0,technician,married,tertiary,0,13410.0,0,1,cellular,14,aug,149,2.0,0,0,unknown,0
55.0,services,married,secondary,0,-626.0,1,1,cellular,5,may,369,2.0,1,0,failure,0
35.0,technician,divorced,secondary,0,3549.0,1,0,cellular,13,aug,250,4.0,0,0,unknown,0
54.0,administrator,married,unknown,0,3965.0,1,0,unknown,15,may,138,2.0,0,0,unknown,0
56.0,entrepreneur,married,unknown,0,88.0,1,0,,13,may,172,2.0,0,0,unknown,0
51.0,unknown,married,unknown,0,12.0,0,0,unknown,11,jun,45,1.0,0,0,unknown,0
42.0,admin.,married,unknown,0,756.0,0,0,cellular,14,oct,72,4.0,1,0,failure,0
40.0,,single,primary,0,366.0,1,1,cellular,28,jan,168,2.0,1,0,failure,0
58.0,management,married,tertiary,0,9339.0,1,0,telephone,18,nov,52,3.0,1,0,other,0
,management,single,tertiary,0,-119.0,1,0,cellular,14,may,185,1.0,0,0,unknown,0
25.0,blue-collar,single,secondary,0,-375.0,1,0,cellular,14,jul,61,2.0,0,0,unknown,0
31.0,technician,single,secondary,0,1970.0,0,0,telephone,17,apr,284,3.0,0,0,unknown,0
48.0,technician,married,secondary,0,6376.0,1,0,cellular,18,nov,56,4.0,0,0,unknown,0
29.0,,married,tertiary,0,-62.0,1,1,cellular,25,jul,126,,0,0,unknown,0
42.0,blue-collar,single,tertiary,0,1736.0,0,0,telephone,21,jul,179,2.0,0,0,unknown,0
34.0,entrepreneur,single,secondary,0,318.0,1,0,cellular,20,apr,40,1.0,1,0,failure,0
32.0,management,married,secondary,0,1477.0,1,0,cellular,18,nov,111,1.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,-310.0,1,1,cellular,26,may,133,2.0,1,0,failure,0
49.0,management,married,tertiary,0,561.0,0,0,cellular,15,jun,173,1.0,0,0,unknown,1
55.0,blue-collar,divorced,primary,0,215.0,0,0,unknown,12,jun,202,1.0,0,0,unknown,0
35.0,admin.,married,secondary,0,160.0,1,1,cellular,16,apr,304,1.0,0,0,unknown,0
41.0,technician,divorced,secondary,0,692.0,1,0,cellular,30,jan,249,3.0,1,0,failure,0
41.0,blue-collar,married,secondary,1,720.0,0,1,cellular,24,jul,651,1.0,0,0,unknown,1
28.0,unknown,single,unknown,0,326.0,0,0,cellular,11,oct,450,1.0,1,0,success,1
32.0,blue-collar,married,secondary,0,557.0,0,0,cellular,4,feb,388,3.0,1,0,other,0
41.0,services,divorced,secondary,0,840.0,1,0,cellular,2,feb,938,1.0,0,0,unknown,1
35.0,housemaid,married,primary,0,1266.0,1,0,cellular,14,jul,84,2.0,0,0,unknown,0
62.0,management,married,tertiary,0,3371.0,0,0,cellular,25,mar,-20,1.0,1,0,success,1
52.0,housemaid,divorced,primary,0,1697.0,0,0,unknown,20,jun,153,1.0,0,0,unknown,0
28.0,management,single,tertiary,0,355.0,1,1,unknown,28,may,300,4.0,0,0,unknown,0
34.0,management,married,tertiary,0,118.0,0,1,telephone,17,jul,171,3.0,0,0,unknown,0
33.0,management,single,tertiary,0,112.0,0,0,cellular,22,aug,112,4.0,0,0,unknown,0
33.0,technician,single,tertiary,0,1393.0,1,0,cellular,18,jul,1127,,0,0,unknown,1
35.0,management,single,tertiary,0,556.0,0,0,cellular,28,aug,52,8.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,893.0,0,0,cellular,13,aug,62,2.0,0,0,unknown,0
52.0,management,married,tertiary,0,499.0,0,0,cellular,6,aug,115,4.0,0,0,unknown,0
40.0,management,single,secondary,0,900.0,1,0,cellular,30,jul,84,2.0,0,0,unknown,0
48.0,unemployed,married,secondary,0,817.0,0,0,cellular,14,jan,517,,1,0,success,1
40.0,blue-collar,married,secondary,0,737.0,1,0,unknown,30,may,135,2.0,0,0,unknown,0
25.0,admin.,single,secondary,0,82.0,0,1,cellular,7,apr,104,2.0,0,0,unknown,1
35.0,unemployed,single,secondary,0,947.0,1,0,unknown,26,may,140,2.0,0,0,unknown,0
50.0,technician,married,unknown,0,413.0,1,0,unknown,19,may,243,2.0,0,0,unknown,0
,retired,married,unknown,0,519.0,0,0,telephone,20,aug,91,1.0,0,0,unknown,0
57.0,blue-collar,married,primary,0,452.0,1,0,unknown,13,may,139,4.0,0,0,unknown,0
27.0,blue-collar,married,secondary,0,373.0,1,0,unknown,4,jun,49,1.0,0,0,unknown,0
66.0,housemaid,divorced,primary,0,204.0,0,0,telephone,13,aug,213,1.0,0,0,unknown,0
47.0,technician,married,secondary,0,644.0,0,0,telephone,21,aug,169,13.0,0,0,unknown,0
55.0,unemployed,married,secondary,0,512.0,0,0,cellular,28,jan,70,1.0,0,0,unknown,0
41.0,entrepreneur,divorced,tertiary,0,-413.0,1,0,unknown,8,may,170,2.0,0,0,unknown,0
36.0,technician,married,tertiary,0,1473.0,1,1,cellular,11,may,206,2.0,0,0,unknown,0
22.0,blue-collar,single,secondary,0,0.0,1,0,unknown,5,may,179,2.0,0,0,unknown,0
57.0,management,married,tertiary,0,256.0,0,0,cellular,6,mar,227,1.0,0,0,unknown,1
49.0,management,divorced,secondary,0,613.0,0,1,cellular,28,jan,301,1.0,0,0,unknown,0
43.0,technician,married,secondary,0,481.0,0,0,cellular,20,aug,196,2.0,0,0,unknown,0
65.0,retired,married,primary,0,1992.0,0,0,telephone,2,nov,459,1.0,0,0,unknown,0
41.0,blue-collar,married,primary,0,,1,1,cellular,8,may,182,1.0,0,0,unknown,0
30.0,management,single,tertiary,0,409.0,1,0,cellular,14,aug,120,4.0,0,0,unknown,0
51.0,unemployed,married,secondary,0,495.0,1,1,unknown,20,jun,154,8.0,0,0,unknown,0
33.0,blue-collar,married,secondary,0,0.0,0,1,cellular,18,jul,453,3.0,0,0,unknown,0
32.0,management,single,tertiary,0,739.0,1,0,cellular,2,feb,266,2.0,0,0,unknown,0
44.0,management,married,tertiary,0,773.0,0,1,cellular,9,jul,618,1.0,0,0,unknown,0
58.0,retired,married,tertiary,0,-607.0,0,1,cellular,28,jan,145,1.0,0,0,unknown,0
56.0,,divorced,secondary,0,1007.0,0,0,cellular,29,jul,88,6.0,0,0,unknown,0
34.0,administrator,single,secondary,0,1.0,1,0,cellular,9,feb,185,7.0,1,0,other,0
40.0,administrator,divorced,secondary,0,2679.0,1,1,cellular,8,may,122,1.0,1,0,failure,0
39.0,management,single,tertiary,0,2454.0,1,0,cellular,4,may,716,3.0,1,0,failure,1
29.0,student,single,secondary,0,209.0,1,0,unknown,6,may,311,2.0,0,0,unknown,0
40.0,management,single,tertiary,0,0.0,1,0,cellular,26,aug,24,16.0,0,0,unknown,0
56.0,technician,divorced,secondary,0,179.0,0,0,cellular,18,jul,536,1.0,0,0,unknown,1
40.0,blue-collar,married,primary,0,-476.0,1,0,unknown,30,may,105,,0,0,unknown,0
33.0,management,single,tertiary,0,2485.0,1,0,,2,nov,91,2.0,0,0,unknown,0
32.0,blue-collar,married,secondary,0,,1,0,unknown,30,may,56,2.0,0,0,unknown,0
46.0,,married,tertiary,0,11385.0,0,0,cellular,24,mar,269,3.0,0,0,unknown,1
58.0,retired,married,primary,0,745.0,1,0,cellular,20,apr,23,,0,0,unknown,0
30.0,services,married,secondary,0,-932.0,0,0,unknown,27,may,349,3.0,0,0,unknown,0
45.0,technician,divorced,secondary,0,,1,0,cellular,17,aug,123,2.0,1,0,success,0
46.0,management,divorced,tertiary,0,-154.0,1,1,unknown,27,may,107,2.0,0,0,unknown,0
33.0,management,married,tertiary,0,149.0,1,1,cellular,22,jul,153,1.0,0,0,unknown,0
31.0,blue-collar,married,primary,0,591.0,1,0,unknown,14,may,287,3.0,0,0,unknown,0
31.0,blue-collar,married,secondary,0,864.0,1,1,cellular,13,may,127,1.0,0,0,unknown,0
20.0,student,single,tertiary,0,2764.0,1,0,unknown,29,may,139,2.0,0,0,unknown,0
44.0,management,married,tertiary,0,226.0,1,0,cellular,14,aug,190,3.0,1,0,failure,1
,,single,secondary,0,3430.0,1,0,unknown,6,jun,72,6.0,0,0,unknown,0
54.0,technician,single,secondary,0,2237.0,0,0,cellular,21,nov,149,5.0,0,0,unknown,0
42.0,blue-collar,married,secondary,0,3.0,1,0,unknown,14,may,34,1.0,0,0,unknown,0
32.0,management,single,secondary,0,160.0,1,0,unknown,14,may,48,1.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,558.0,1,0,telephone,5,feb,708,8.0,0,0,unknown,0
36.0,management,single,tertiary,0,13315.0,0,0,cellular,28,jul,43,8.0,0,0,unknown,0
37.0,blue-collar,married,secondary,0,454.0,1,0,unknown,12,may,115,1.0,0,0,unknown,0
37.0,blue-collar,married,secondary,1,-399.0,1,1,unknown,3,jun,21,3.0,0,0,unknown,0
34.0,admin.,single,secondary,0,296.0,0,0,cellular,7,jul,147,4.0,0,0,unknown,0
30.0,blue-collar,married,primary,0,,1,0,unknown,23,may,217,1.0,0,0,unknown,0
55.0,blue-collar,divorced,secondary,0,462.0,1,0,cellular,20,apr,157,1.0,1,0,failure,0
43.0,services,married,secondary,0,122.0,1,0,cellular,5,may,355,2.0,0,0,unknown,0
47.0,blue-collar,divorced,primary,0,551.0,1,0,cellular,19,nov,662,2.0,0,0,unknown,0
59.0,management,married,tertiary,0,2143.0,1,0,cellular,28,jan,59,1.0,1,0,failure,0
47.0,management,married,tertiary,0,414.0,0,0,unknown,18,jun,387,1.0,0,0,unknown,0
62.0,retired,married,secondary,0,,0,0,cellular,13,oct,896,1.0,1,0,success,1
46.0,technician,married,secondary,0,6086.0,0,0,cellular,11,aug,210,2.0,0,0,unknown,0
55.0,technician,married,secondary,0,0.0,1,0,unknown,16,may,248,3.0,0,0,unknown,0
,technician,married,secondary,0,-372.0,1,0,cellular,17,apr,211,3.0,0,0,unknown,0
50.0,blue-collar,married,primary,0,5356.0,0,0,unknown,13,may,289,1.0,0,0,unknown,0
50.0,blue-collar,married,secondary,0,2320.0,1,0,cellular,7,apr,310,1.0,0,0,unknown,0
36.0,technician,married,primary,0,1653.0,1,1,unknown,27,may,336,10.0,0,0,unknown,0
33.0,management,married,tertiary,0,2744.0,1,0,telephone,19,nov,103,1.0,0,0,unknown,0
46.0,unemployed,married,primary,0,1251.0,1,0,cellular,6,feb,665,2.0,0,0,unknown,0
49.0,admin.,married,secondary,0,2732.0,0,0,unknown,12,jun,558,1.0,0,0,unknown,0
32.0,management,married,secondary,0,6217.0,1,1,cellular,18,nov,486,2.0,1,0,failure,0
35.0,blue-collar,single,primary,0,49.0,1,0,unknown,21,may,234,2.0,0,0,unknown,0
41.0,administrator,single,secondary,0,748.0,0,0,telephone,21,nov,94,7.0,1,0,other,0
53.0,blue-collar,married,primary,0,1086.0,0,0,cellular,7,jul,112,5.0,0,0,unknown,0
43.0,blue-collar,divorced,primary,0,6.0,1,0,unknown,27,may,112,4.0,0,0,unknown,0
39.0,services,married,secondary,0,733.0,0,0,unknown,16,jun,83,4.0,0,0,unknown,0
35.0,blue-collar,married,secondary,0,199.0,1,0,cellular,17,apr,203,1.0,1,0,failure,0
37.0,,married,tertiary,0,7944.0,0,0,cellular,21,nov,102,1.0,0,0,unknown,0
55.0,technician,married,tertiary,0,11.0,0,0,cellular,21,aug,588,2.0,0,0,unknown,0
54.0,blue-collar,divorced,primary,0,0.0,1,0,cellular,21,nov,219,2.0,0,0,unknown,0
31.0,services,single,secondary,0,,0,0,unknown,28,jun,54,1.0,0,1,unknown,0
35.0,management,married,tertiary,0,-468.0,1,0,cellular,30,jul,540,8.0,0,0,unknown,1
36.0,management,married,tertiary,0,327.0,1,0,cellular,14,jul,74,6.0,0,0,unknown,0
33.0,management,single,tertiary,0,349.0,0,0,cellular,22,aug,182,,0,0,unknown,0
27.0,blue-collar,single,secondary,0,551.0,0,0,cellular,3,feb,565,2.0,0,0,unknown,0
40.0,services,married,secondary,0,879.0,1,1,cellular,2,apr,349,3.0,0,0,unknown,0
59.0,retired,married,secondary,0,1980.0,0,0,cellular,11,aug,185,2.0,0,0,unknown,0
60.0,technician,married,secondary,0,0.0,1,0,unknown,6,jun,280,3.0,0,0,unknown,0
54.0,blue-collar,married,primary,0,1659.0,0,0,cellular,12,aug,50,5.0,0,0,unknown,0
49.0,technician,married,secondary,0,1091.0,0,0,telephone,30,jul,47,2.0,0,0,unknown,0
57.0,technician,married,tertiary,0,1181.0,0,0,cellular,29,jul,169,2.0,1,0,success,1
46.0,,married,secondary,0,-3.0,1,0,cellular,29,jan,79,2.0,1,0,failure,0
46.0,entrepreneur,married,secondary,0,4000.0,0,0,cellular,30,jul,251,3.0,0,0,unknown,0
45.0,blue-collar,married,secondary,0,221.0,0,1,cellular,25,aug,153,4.0,0,0,unknown,0
31.0,management,single,tertiary,0,147.0,0,0,cellular,9,jun,163,2.0,1,0,success,1
58.0,unemployed,married,tertiary,0,1798.0,1,0,cellular,5,feb,19,8.0,0,0,unknown,0
56.0,retired,divorced,tertiary,0,158.0,0,1,cellular,21,jul,854,1.0,0,0,unknown,1
59.0,management,divorced,tertiary,0,844.0,0,1,unknown,27,may,100,2.0,0,0,unknown,0
35.0,technician,single,secondary,0,1609.0,1,0,unknown,30,may,288,3.0,0,0,unknown,0
25.0,management,single,tertiary,0,145.0,0,0,cellular,5,feb,145,1.0,1,0,failure,0
40.0,management,married,tertiary,0,1308.0,0,0,telephone,3,feb,1776,2.0,0,0,unknown,1
62.0,management,married,tertiary,0,1456.0,0,0,cellular,10,may,522,6.0,0,0,unknown,0
44.0,admin.,married,unknown,0,-299.0,1,0,unknown,23,may,268,1.0,0,0,unknown,0
44.0,blue-collar,divorced,secondary,0,558.0,1,0,unknown,7,may,485,1.0,0,0,unknown,0
33.0,services,divorced,secondary,0,,1,0,telephone,18,nov,41,1.0,0,0,unknown,0
45.0,admin.,married,secondary,0,149.0,1,0,unknown,23,may,893,3.0,0,0,unknown,1
41.0,technician,married,secondary,0,-378.0,1,0,cellular,5,feb,361,1.0,1,0,failure,0
52.0,services,divorced,secondary,0,-57.0,0,0,cellular,5,feb,140,1.0,0,0,unknown,0
47.0,management,married,tertiary,0,385.0,1,0,cellular,17,apr,145,1.0,1,0,failure,0
38.0,administrator,married,tertiary,0,4297.0,0,0,cellular,7,aug,206,2.0,0,0,unknown,1
40.0,blue-collar,married,primary,0,2651.0,1,0,unknown,15,may,94,1.0,0,0,unknown,0
54.0,technician,married,secondary,0,473.0,0,1,cellular,13,aug,112,1.0,0,0,unknown,0
33.0,management,single,tertiary,0,-53.0,0,0,cellular,29,jan,617,2.0,0,0,unknown,0
43.0,blue-collar,single,secondary,0,276.0,1,0,cellular,14,may,33,6.0,0,0,unknown,0
28.0,administrator,single,secondary,0,25.0,1,0,unknown,5,jun,109,2.0,0,0,unknown,0
38.0,admin.,single,unknown,0,,1,0,cellular,15,may,64,2.0,0,0,unknown,0
22.0,services,married,secondary,0,83.0,1,0,unknown,13,may,101,1.0,0,0,unknown,0
39.0,services,single,secondary,0,1336.0,1,0,unknown,16,jun,358,1.0,0,0,unknown,0
34.0,entrepreneur,married,tertiary,0,146.0,1,0,cellular,14,jul,788,2.0,0,0,unknown,1
36.0,blue-collar,single,secondary,0,,1,0,cellular,6,may,174,3.0,0,0,unknown,0
40.0,management,divorced,tertiary,0,205.0,0,0,cellular,25,jul,357,1.0,0,0,unknown,0
31.0,management,single,tertiary,0,725.0,1,0,cellular,27,apr,345,1.0,1,0,other,0
41.0,blue-collar,married,primary,0,3722.0,1,0,unknown,19,may,590,2.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,-76.0,1,0,unknown,27,may,170,1.0,0,0,unknown,0
28.0,blue-collar,single,secondary,0,2700.0,0,0,cellular,3,feb,337,4.0,0,0,unknown,0
46.0,entrepreneur,married,tertiary,0,954.0,1,1,cellular,4,feb,532,2.0,0,0,unknown,0
30.0,self-employed,married,tertiary,0,227.0,1,1,unknown,12,may,227,3.0,0,0,unknown,0
55.0,management,married,tertiary,0,3848.0,1,0,cellular,8,apr,222,2.0,0,0,unknown,1
26.0,services,single,secondary,0,531.0,1,1,cellular,6,feb,184,1.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,328.0,1,0,cellular,13,may,112,1.0,0,0,unknown,0
31.0,blue-collar,single,secondary,0,5547.0,1,0,cellular,11,may,73,1.0,0,0,unknown,0
41.0,management,single,secondary,0,764.0,0,0,cellular,12,jun,230,2.0,0,0,unknown,0
35.0,management,single,tertiary,0,671.0,1,0,cellular,10,mar,112,1.0,0,0,unknown,1
41.0,self-employed,married,secondary,0,305.0,1,0,cellular,13,may,174,2.0,0,0,unknown,0
35.0,technician,divorced,tertiary,0,4515.0,1,0,cellular,19,nov,98,2.0,0,0,unknown,0
34.0,management,single,tertiary,0,872.0,1,0,cellular,17,apr,81,1.0,1,0,failure,0
45.0,administrator,single,secondary,0,-88.0,1,0,unknown,9,may,131,1.0,0,0,unknown,0
33.0,technician,divorced,secondary,0,7.0,1,1,unknown,6,may,87,,0,0,unknown,0
40.0,blue-collar,married,secondary,0,4853.0,0,0,cellular,31,jul,234,2.0,0,0,unknown,0
59.0,retired,married,secondary,0,6888.0,0,0,telephone,20,nov,1025,,0,0,unknown,1
32.0,student,single,unknown,0,2321.0,0,0,cellular,30,mar,167,2.0,0,1,unknown,0
42.0,unemployed,divorced,secondary,0,759.0,0,0,cellular,28,jan,97,1.0,1,0,failure,0
56.0,blue-collar,married,primary,0,1399.0,1,0,unknown,12,may,80,4.0,0,0,unknown,0
