age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
42.0,management,married,tertiary,0,295.0,1,0,cellular,26,aug,109,3.0,0,0,unknown
40.0,management,married,tertiary,0,542.0,1,0,cellular,20,nov,1816,1.0,0,0,unknown
42.0,technician,married,secondary,0,-470.0,1,1,cellular,23,jul,185,10.0,0,0,unknown
27.0,blue-collar,married,primary,0,52.0,0,1,cellular,7,jul,185,1.0,0,0,unknown
26.0,admin.,single,secondary,0,96.0,0,0,cellular,2,jun,696,1.0,0,0,failure
53.0,management,married,tertiary,0,,0,0,telephone,20,nov,278,6.0,1,0,failure
37.0,blue-collar,divorced,secondary,0,719.0,1,0,,13,may,118,1.0,1,0,failure
35.0,,married,secondary,0,287.0,1,0,cellular,2,feb,115,3.0,1,1,failure
28.0,student,single,secondary,0,5916.0,0,0,cellular,22,may,259,1.0,1,0,failure
,management,married,tertiary,0,1113.0,0,0,cellular,1,sep,265,2.0,1,0,success
56.0,retired,married,secondary,0,728.0,0,0,cellular,31,jul,107,15.0,0,0,unknown
27.0,unemployed,single,secondary,0,1301.0,0,0,cellular,9,feb,817,5.0,0,0,unknown
36.0,management,married,tertiary,0,200.0,0,0,,28,aug,131,1.0,0,0,unknown
29.0,services,married,secondary,0,1386.0,1,0,unknown,28,may,166,1.0,0,0,unknown
27.0,blue-collar,married,secondary,0,379.0,1,1,unknown,6,jun,252,4.0,0,0,unknown
25.0,management,single,tertiary,0,530.0,0,0,cellular,26,may,88,1.0,0,0,unknown
48.0,administrator,married,secondary,0,292.0,1,1,cellular,29,jul,164,6.0,0,0,unknown
40.0,technician,single,tertiary,0,47.0,1,0,cellular,5,may,159,1.0,1,0,failure
30.0,blue-collar,single,secondary,0,931.0,1,0,unknown,30,may,65,7.0,0,0,unknown
26.0,entrepreneur,married,secondary,0,321.0,1,1,cellular,23,jul,638,2.0,0,0,unknown
50.0,blue-collar,married,primary,0,-37.0,1,0,unknown,12,may,78,,0,0,unknown
51.0,self-employed,married,primary,0,1242.0,0,0,cellular,25,aug,75,11.0,0,0,unknown
54.0,technician,married,secondary,0,1670.0,0,0,cellular,29,aug,207,7.0,0,0,unknown
,blue-collar,single,secondary,0,1690.0,1,1,cellular,15,may,543,3.0,1,0,failure
55.0,management,divorced,tertiary,0,481.0,1,0,,8,may,147,2.0,1,0,failure
43.0,technician,married,secondary,0,,0,0,cellular,22,aug,73,2.0,0,0,unknown
36.0,management,single,tertiary,0,-38.0,1,0,unknown,14,may,784,,0,0,unknown
44.0,housemaid,married,tertiary,0,460.0,0,0,unknown,17,jun,491,1.0,0,0,unknown
44.0,management,married,tertiary,0,430.0,0,0,cellular,7,may,97,2.0,1,0,failure
,blue-collar,single,secondary,0,1211.0,1,0,cellular,15,may,39,1.0,1,0,failure
33.0,technician,single,tertiary,0,2164.0,1,0,cellular,18,may,8,11.0,0,0,unknown
34.0,services,married,secondary,0,12.0,0,0,unknown,21,may,164,1.0,0,0,unknown
32.0,administrator,married,tertiary,0,1019.0,1,0,cellular,20,nov,489,2.0,0,0,unknown
28.0,,single,tertiary,0,,0,0,cellular,19,jun,474,3.0,1,0,other
36.0,blue-collar,single,primary,0,79.0,0,0,unknown,20,jun,9,3.0,0,0,unknown
,blue-collar,married,secondary,0,751.0,1,1,cellular,17,nov,1303,1.0,0,0,unknown
32.0,management,single,tertiary,0,0.0,0,0,cellular,29,aug,255,2.0,0,0,unknown
41.0,student,single,secondary,0,1934.0,1,0,cellular,21,nov,162,2.0,0,0,unknown
40.0,management,married,primary,0,214.0,1,0,cellular,20,nov,59,4.0,0,0,unknown
52.0,management,married,tertiary,0,,1,0,cellular,20,nov,90,2.0,0,0,unknown
56.0,unemployed,divorced,primary,0,802.0,0,0,telephone,3,feb,258,2.0,0,0,unknown
36.0,technician,single,secondary,0,480.0,1,0,cellular,28,jan,90,1.0,0,0,unknown
38.0,unemployed,married,secondary,0,-673.0,1,0,unknown,26,may,-5,,0,0,unknown
36.0,self-employed,married,tertiary,0,19.0,0,0,unknown,5,may,189,2.0,0,0,unknown
33.0,technician,divorced,secondary,0,9.0,0,0,cellular,21,aug,91,2.0,0,0,unknown
37.0,unknown,single,unknown,0,414.0,1,0,unknown,7,may,131,1.0,0,0,unknown
44.0,technician,married,secondary,1,-251.0,0,1,telephone,31,jul,13,16.0,0,0,unknown
,management,married,secondary,0,17555.0,0,0,cellular,26,aug,14,14.0,0,0,unknown
52.0,unemployed,married,secondary,0,-9.0,0,0,unknown,9,jun,123,1.0,0,0,unknown
30.0,blue-collar,married,primary,0,1127.0,1,0,,29,may,13,1.0,0,0,unknown
59.0,retired,married,primary,1,-488.0,0,1,unknown,6,jun,247,1.0,0,0,unknown
31.0,management,single,tertiary,0,1852.0,1,0,unknown,6,may,170,3.0,0,0,unknown
45.0,blue-collar,married,secondary,0,784.0,1,1,unknown,3,jun,34,1.0,0,0,unknown
26.0,management,single,tertiary,0,1284.0,1,0,unknown,21,may,97,8.0,0,0,unknown
29.0,management,married,tertiary,0,125.0,0,0,cellular,30,apr,130,2.0,0,0,unknown
28.0,services,,secondary,0,4.0,1,0,unknown,2,sep,10,1.0,0,0,unknown
38.0,management,single,unknown,0,715.0,1,0,cellular,2,apr,951,1.0,1,0,failure
35.0,entrepreneur,married,secondary,0,1309.0,1,0,cellular,18,nov,73,3.0,0,0,unknown
50.0,management,divorced,secondary,0,458.0,0,0,cellular,3,feb,184,3.0,0,0,unknown
33.0,admin.,married,secondary,0,21.0,0,0,unknown,6,may,189,3.0,0,0,unknown
39.0,blue-collar,single,tertiary,0,172.0,1,0,cellular,10,aug,248,1.0,1,0,success
30.0,management,single,tertiary,0,0.0,1,1,unknown,27,may,350,3.0,0,0,unknown
44.0,management,married,secondary,0,2897.0,0,0,cellular,5,apr,296,1.0,1,0,other
57.0,retired,single,tertiary,0,842.0,0,0,cellular,13,aug,284,3.0,0,0,unknown
33.0,blue-collar,married,primary,0,0.0,0,0,cellular,8,may,174,1.0,0,0,unknown
38.0,blue-collar,married,secondary,0,757.0,1,0,cellular,2,feb,133,1.0,1,0,failure
49.0,housemaid,married,primary,0,434.0,1,1,unknown,18,jun,272,3.0,0,1,unknown
63.0,retired,married,tertiary,0,4692.0,1,0,cellular,13,jul,88,1.0,1,0,failure
36.0,services,married,secondary,0,1328.0,1,0,unknown,6,jun,82,4.0,0,0,unknown
41.0,blue-collar,divorced,primary,0,548.0,1,1,cellular,4,feb,149,1.0,1,0,failure
33.0,technician,single,secondary,0,247.0,1,0,,20,nov,428,1.0,0,0,unknown
,unemployed,married,primary,0,5462.0,0,0,unknown,6,jun,29,4.0,0,0,unknown
50.0,technician,married,secondary,0,,0,0,cellular,2,jun,160,,0,0,unknown
40.0,blue-collar,married,secondary,0,1522.0,1,1,unknown,14,may,168,2.0,0,0,unknown
31.0,technician,married,secondary,1,-367.0,1,0,cellular,18,jul,474,2.0,0,0,unknown
51.0,entrepreneur,married,tertiary,0,83.0,0,0,cellular,20,apr,267,2.0,0,0,unknown
38.0,management,single,tertiary,0,8669.0,1,0,telephone,21,nov,228,,0,0,unknown
40.0,unknown,married,tertiary,0,119.0,0,0,cellular,19,aug,258,2.0,0,0,unknown
35.0,services,married,unknown,0,618.0,0,0,cellular,30,apr,951,1.0,0,0,unknown
32.0,blue-collar,single,secondary,0,2696.0,1,0,cellular,20,nov,564,2.0,1,0,failure
26.0,services,single,tertiary,0,12.0,0,0,cellular,15,dec,72,4.0,1,0,success
55.0,blue-collar,married,primary,0,663.0,1,0,cellular,6,may,230,1.0,0,0,unknown
29.0,,single,secondary,0,156.0,1,0,unknown,27,may,574,5.0,0,0,unknown
58.0,admin.,married,secondary,0,1142.0,0,0,telephone,4,feb,82,3.0,0,0,unknown
49.0,blue-collar,married,secondary,0,-327.0,1,0,cellular,7,may,423,1.0,0,0,unknown
35.0,blue-collar,married,secondary,0,449.0,1,0,cellular,28,jul,395,4.0,0,0,unknown
50.0,entrepreneur,married,tertiary,0,1605.0,1,0,unknown,23,may,22,2.0,0,0,unknown
39.0,blue-collar,married,secondary,0,-99.0,0,0,cellular,17,jul,260,1.0,0,0,unknown
37.0,entrepreneur,single,tertiary,0,-961.0,0,0,cellular,13,apr,294,1.0,0,0,unknown
35.0,admin.,single,secondary,0,163.0,1,0,unknown,12,jun,483,1.0,0,0,unknown
52.0,services,married,secondary,0,10021.0,0,0,cellular,20,nov,174,1.0,0,0,unknown
37.0,administrator,married,secondary,0,-557.0,1,1,cellular,15,may,284,15.0,0,0,unknown
39.0,technician,single,secondary,0,1104.0,0,0,cellular,20,nov,333,2.0,1,0,success
37.0,services,divorced,secondary,0,398.0,1,1,unknown,5,may,214,2.0,0,0,unknown
52.0,self-employed,single,tertiary,0,458.0,1,1,unknown,9,may,132,5.0,0,0,unknown
51.0,blue-collar,single,secondary,0,936.0,1,0,unknown,27,may,253,16.0,0,0,unknown
46.0,management,single,tertiary,0,334.0,1,0,telephone,4,may,36,6.0,1,0,other
27.0,blue-collar,married,unknown,0,-442.0,1,0,unknown,30,may,85,7.0,0,0,unknown
,blue-collar,married,primary,0,558.0,1,1,unknown,21,may,56,3.0,0,0,unknown
,services,married,secondary,0,475.0,0,0,cellular,22,aug,192,5.0,0,0,unknown
34.0,administrator,married,secondary,0,0.0,1,0,telephone,10,jul,38,1.0,0,0,unknown
45.0,services,married,secondary,0,24.0,1,0,cellular,15,jul,192,3.0,0,0,unknown
,technician,divorced,secondary,0,809.0,1,0,unknown,15,may,118,4.0,0,0,unknown
27.0,services,single,tertiary,0,128.0,0,0,cellular,8,apr,83,1.0,0,0,unknown
32.0,self-employed,married,tertiary,0,322.0,1,0,cellular,4,feb,192,2.0,1,0,failure
56.0,retired,married,secondary,0,-113.0,1,1,cellular,12,aug,614,2.0,0,0,unknown
31.0,admin.,married,secondary,0,1331.0,1,0,cellular,11,may,927,2.0,0,0,unknown
37.0,blue-collar,married,secondary,0,-510.0,1,0,unknown,30,may,461,1.0,0,0,unknown
44.0,services,divorced,secondary,0,0.0,1,0,unknown,4,jun,389,5.0,0,0,unknown
55.0,,divorced,secondary,0,379.0,0,0,cellular,27,may,275,3.0,1,0,other
50.0,,divorced,tertiary,0,83.0,1,0,cellular,21,aug,40,2.0,0,0,unknown
34.0,technician,single,secondary,1,264.0,0,0,unknown,2,jun,131,2.0,0,0,unknown
36.0,blue-collar,married,secondary,0,1088.0,1,0,cellular,13,may,77,2.0,1,0,failure
,admin.,single,secondary,0,,1,0,cellular,13,apr,754,3.0,1,0,failure
35.0,blue-collar,single,secondary,0,376.0,1,1,unknown,6,may,207,3.0,0,0,unknown
36.0,management,married,tertiary,0,625.0,1,0,cellular,18,jul,1360,9.0,0,0,unknown
41.0,technician,married,secondary,0,-804.0,1,1,unknown,27,may,269,11.0,0,0,unknown
30.0,technician,single,secondary,0,930.0,0,0,cellular,2,jul,396,1.0,0,0,unknown
27.0,management,single,tertiary,0,88.0,0,0,,24,apr,65,2.0,0,0,unknown
41.0,management,divorced,tertiary,0,3355.0,0,0,cellular,14,oct,181,2.0,1,0,failure
31.0,blue-collar,single,secondary,0,1598.0,1,0,cellular,11,may,152,2.0,1,0,success
29.0,management,married,tertiary,0,877.0,0,0,cellular,3,feb,166,3.0,0,0,unknown
39.0,administrator,divorced,secondary,0,512.0,0,0,cellular,4,feb,275,1.0,0,0,unknown
36.0,unemployed,single,primary,0,1729.0,0,0,cellular,21,nov,341,1.0,0,0,unknown
58.0,management,married,tertiary,0,1271.0,1,0,cellular,28,jan,146,1.0,0,0,unknown
27.0,management,married,tertiary,0,1109.0,1,0,cellular,21,jul,833,5.0,0,0,unknown
36.0,unemployed,single,secondary,0,490.0,1,1,unknown,16,jun,265,3.0,0,0,unknown
49.0,management,single,tertiary,0,1.0,1,0,unknown,6,jun,59,3.0,0,0,unknown
43.0,blue-collar,divorced,primary,0,515.0,1,0,cellular,13,apr,199,2.0,1,0,failure
64.0,retired,married,primary,0,12067.0,0,0,telephone,30,jul,367,2.0,1,0,success
41.0,blue-collar,divorced,secondary,0,3622.0,0,0,unknown,19,jun,1135,4.0,0,0,unknown
39.0,blue-collar,single,primary,0,323.0,1,0,,5,jun,138,3.0,0,0,unknown
35.0,services,single,secondary,0,1063.0,1,1,cellular,16,apr,327,1.0,0,0,unknown
39.0,management,married,tertiary,0,246.0,0,0,cellular,11,aug,86,2.0,0,0,unknown
45.0,technician,married,secondary,0,396.0,1,0,cellular,17,apr,266,4.0,0,0,unknown
31.0,admin.,married,secondary,0,11839.0,1,1,cellular,20,nov,533,2.0,0,0,unknown
28.0,blue-collar,single,secondary,0,39.0,0,0,cellular,31,jul,22,7.0,0,0,unknown
27.0,blue-collar,married,primary,0,237.0,1,0,cellular,22,jul,283,6.0,0,0,unknown
25.0,admin.,married,secondary,0,789.0,1,0,cellular,23,jul,202,1.0,0,0,unknown
34.0,technician,single,secondary,0,179.0,0,0,cellular,19,aug,294,3.0,0,0,unknown
44.0,management,single,tertiary,0,-1313.0,1,1,cellular,15,may,104,10.0,0,0,unknown
53.0,blue-collar,married,secondary,0,-626.0,1,0,cellular,9,jul,205,1.0,0,0,unknown
39.0,blue-collar,married,secondary,0,1403.0,0,0,cellular,11,may,214,8.0,1,0,failure
33.0,technician,married,tertiary,0,300.0,0,0,cellular,14,aug,70,3.0,0,0,unknown
36.0,administrator,single,secondary,0,686.0,1,0,cellular,29,jul,114,2.0,0,0,unknown
52.0,technician,married,secondary,0,470.0,0,0,cellular,27,aug,60,8.0,0,0,unknown
35.0,self-employed,single,tertiary,0,935.0,1,0,unknown,28,may,259,2.0,0,0,unknown
30.0,blue-collar,single,secondary,0,522.0,0,0,cellular,6,feb,197,3.0,0,0,unknown
30.0,management,single,tertiary,0,1243.0,1,0,telephone,13,nov,86,1.0,1,0,failure
40.0,,married,tertiary,0,0.0,1,0,cellular,25,mar,506,2.0,0,0,unknown
28.0,technician,single,tertiary,0,356.0,0,0,cellular,2,mar,76,2.0,0,0,unknown
45.0,blue-collar,married,secondary,0,7858.0,1,0,unknown,3,jun,641,2.0,0,0,unknown
32.0,self-employed,single,tertiary,0,4024.0,1,0,cellular,2,jul,150,1.0,0,0,unknown
31.0,blue-collar,single,secondary,0,3201.0,1,0,unknown,26,may,96,5.0,0,0,unknown
50.0,blue-collar,married,secondary,0,2013.0,0,1,cellular,22,jul,226,1.0,0,0,unknown
48.0,services,married,secondary,0,127.0,0,0,cellular,8,jul,117,1.0,0,0,unknown
25.0,student,single,unknown,0,277.0,0,0,cellular,27,may,311,2.0,0,0,unknown
30.0,management,single,tertiary,0,4896.0,0,0,cellular,19,nov,132,1.0,0,0,unknown
34.0,blue-collar,married,secondary,0,3186.0,1,0,cellular,17,apr,321,2.0,0,0,unknown
38.0,technician,married,secondary,0,-104.0,0,0,cellular,28,aug,13,17.0,0,0,unknown
34.0,blue-collar,married,secondary,0,315.0,0,0,cellular,4,may,76,4.0,1,0,success
34.0,management,single,secondary,0,31.0,1,0,unknown,20,may,20,14.0,0,0,unknown
30.0,self-employed,single,tertiary,0,48.0,0,0,cellular,27,may,144,2.0,1,0,failure
40.0,blue-collar,married,primary,0,106.0,1,0,cellular,17,apr,200,2.0,0,0,unknown
27.0,student,single,primary,1,25.0,0,0,unknown,28,aug,8,1.0,0,0,unknown
33.0,services,married,tertiary,0,597.0,0,0,cellular,4,feb,134,1.0,0,0,unknown
39.0,administrator,divorced,unknown,0,64.0,1,0,cellular,18,jul,147,1.0,0,0,unknown
,blue-collar,single,secondary,1,-580.0,1,0,unknown,23,jun,123,2.0,0,0,unknown
39.0,blue-collar,married,secondary,0,41.0,1,0,cellular,13,may,135,3.0,0,0,unknown
57.0,technician,married,tertiary,0,3082.0,1,1,cellular,20,apr,267,2.0,1,0,failure
47.0,unemployed,married,secondary,0,955.0,1,0,unknown,13,may,47,1.0,0,0,unknown
,admin.,single,tertiary,0,622.0,1,0,unknown,20,may,243,1.0,0,0,unknown
42.0,admin.,married,secondary,0,383.0,0,0,cellular,25,jan,146,1.0,0,0,unknown
55.0,management,divorced,tertiary,0,481.0,1,0,telephone,14,jul,79,3.0,0,0,unknown
42.0,unemployed,single,primary,0,5717.0,0,0,cellular,29,jan,70,2.0,0,0,unknown
32.0,entrepreneur,married,secondary,0,-242.0,1,0,cellular,20,apr,1202,3.0,0,0,unknown
52.0,management,married,primary,0,48.0,0,0,unknown,9,jun,135,2.0,0,0,unknown
32.0,admin.,married,secondary,0,1031.0,1,0,cellular,17,jul,84,1.0,0,0,unknown
41.0,blue-collar,married,unknown,0,31.0,0,0,unknown,12,may,529,2.0,0,0,unknown
30.0,technician,single,secondary,0,53.0,1,0,cellular,18,jul,352,5.0,0,0,unknown
31.0,management,single,tertiary,0,816.0,1,0,cellular,16,apr,339,1.0,0,0,unknown
35.0,admin.,single,secondary,0,141.0,0,0,cellular,11,jul,146,2.0,0,0,unknown
39.0,blue-collar,divorced,primary,0,3.0,0,1,unknown,1,jul,625,1.0,0,0,unknown
46.0,management,divorced,tertiary,0,302.0,0,0,cellular,18,aug,80,13.0,0,0,unknown
40.0,admin.,married,secondary,0,1538.0,1,0,unknown,30,may,390,2.0,0,0,unknown
30.0,technician,married,secondary,0,384.0,0,0,cellular,25,aug,73,3.0,0,0,unknown
37.0,management,married,tertiary,0,3723.0,0,0,cellular,22,may,354,1.0,0,0,unknown
33.0,services,married,secondary,0,2368.0,0,0,unknown,13,sep,5,1.0,0,0,unknown
51.0,blue-collar,married,primary,0,0.0,0,0,cellular,7,aug,228,,0,0,unknown
,unemployed,single,tertiary,0,,0,0,cellular,4,feb,398,1.0,0,0,unknown
36.0,blue-collar,married,secondary,0,777.0,1,0,cellular,6,may,185,3.0,0,0,unknown
56.0,retired,married,primary,0,0.0,0,0,unknown,11,jun,188,2.0,0,1,unknown
45.0,self-employed,married,tertiary,0,0.0,1,0,cellular,17,nov,134,1.0,0,0,unknown
53.0,technician,married,secondary,0,195.0,1,0,cellular,19,may,472,1.0,1,0,success
34.0,services,married,secondary,0,196.0,0,0,cellular,6,feb,59,3.0,0,0,unknown
54.0,administrator,married,secondary,0,66.0,1,0,cellular,11,nov,167,1.0,0,0,unknown
50.0,self-employed,married,secondary,0,10052.0,0,0,cellular,13,aug,665,2.0,0,0,unknown
45.0,technician,divorced,secondary,0,30.0,1,1,cellular,17,nov,88,1.0,0,0,unknown
37.0,blue-collar,married,secondary,0,128.0,1,0,telephone,8,jul,379,3.0,0,0,unknown
33.0,management,single,tertiary,0,1998.0,0,0,cellular,19,nov,570,,0,0,unknown
44.0,services,married,secondary,0,-63.0,0,0,unknown,6,jun,392,2.0,0,0,unknown
65.0,retired,married,primary,0,276.0,0,0,cellular,22,apr,229,1.0,0,0,unknown
41.0,technician,divorced,secondary,0,106.0,1,1,cellular,8,may,197,2.0,0,0,unknown
53.0,services,married,secondary,0,76.0,1,0,unknown,19,jun,237,2.0,0,0,unknown
33.0,technician,single,tertiary,0,179.0,1,0,cellular,18,nov,432,2.0,1,0,other
38.0,blue-collar,married,secondary,0,5.0,0,1,unknown,20,jun,14,8.0,0,0,unknown
56.0,blue-collar,married,secondary,0,244.0,1,0,cellular,14,may,465,3.0,0,0,unknown
57.0,management,divorced,unknown,0,2986.0,0,0,unknown,1,jun,1563,1.0,1,0,success
44.0,management,married,tertiary,0,1802.0,0,0,telephone,19,aug,105,,0,0,unknown
33.0,management,single,secondary,0,2955.0,1,0,cellular,18,may,178,2.0,0,0,unknown
50.0,administrator,married,tertiary,0,6574.0,0,0,cellular,8,sep,495,1.0,1,0,success
37.0,housemaid,single,secondary,0,465.0,1,0,cellular,18,may,899,3.0,0,0,unknown
46.0,administrator,married,secondary,0,22.0,0,0,cellular,26,aug,388,6.0,0,0,unknown
57.0,admin.,married,secondary,0,4168.0,1,1,unknown,16,may,47,1.0,0,0,unknown
38.0,blue-collar,married,secondary,0,99.0,0,0,telephone,29,jan,191,2.0,0,0,unknown
57.0,entrepreneur,married,primary,0,1153.0,1,1,unknown,9,jun,238,6.0,0,0,unknown
60.0,retired,divorced,tertiary,0,2166.0,0,0,unknown,20,jun,8,9.0,0,0,unknown
46.0,management,single,tertiary,0,,0,0,cellular,25,jul,18,2.0,0,0,unknown
21.0,blue-collar,single,secondary,0,292.0,1,1,telephone,13,may,148,4.0,0,0,unknown
38.0,,married,secondary,0,0.0,1,0,unknown,21,may,73,1.0,0,0,unknown
32.0,self-employed,married,tertiary,0,189.0,1,0,unknown,6,jun,106,2.0,0,0,unknown
31.0,technician,single,secondary,0,0.0,0,0,cellular,18,aug,93,2.0,0,0,unknown
56.0,unemployed,married,primary,0,882.0,0,0,unknown,5,jun,169,1.0,0,0,unknown
45.0,technician,married,tertiary,0,3626.0,0,0,unknown,19,jun,2485,,0,0,unknown
36.0,housemaid,married,primary,0,4324.0,1,0,cellular,14,jul,565,4.0,0,0,unknown
32.0,technician,single,tertiary,0,1855.0,0,0,cellular,15,sep,126,2.0,1,0,other
28.0,management,married,tertiary,0,3.0,1,0,unknown,7,may,122,5.0,0,0,unknown
36.0,technician,divorced,secondary,0,69.0,1,0,cellular,12,may,61,2.0,1,0,failure
40.0,entrepreneur,divorced,unknown,0,2418.0,1,1,unknown,2,jun,181,16.0,0,0,unknown
52.0,blue-collar,married,primary,0,1141.0,1,0,cellular,12,may,22,,0,0,unknown
40.0,blue-collar,married,primary,0,1841.0,1,0,cellular,15,may,880,4.0,0,0,unknown
45.0,retired,married,primary,0,-24.0,0,0,cellular,10,jul,164,5.0,0,0,unknown
36.0,admin.,divorced,secondary,0,506.0,1,0,unknown,5,may,577,1.0,0,0,unknown
31.0,blue-collar,married,primary,0,206.0,1,0,unknown,23,may,1171,1.0,0,0,unknown
40.0,technician,married,secondary,0,318.0,0,0,cellular,21,aug,196,4.0,0,0,unknown
52.0,management,married,secondary,0,218.0,1,0,unknown,2,jun,490,12.0,0,0,unknown
50.0,retired,married,secondary,0,6998.0,1,0,unknown,29,may,1196,1.0,0,0,unknown
31.0,unemployed,divorced,primary,0,0.0,1,0,unknown,30,may,745,,0,0,unknown
31.0,management,single,tertiary,0,471.0,0,0,cellular,29,aug,153,2.0,0,0,unknown
37.0,management,single,tertiary,0,0.0,0,0,cellular,26,aug,99,6.0,0,0,unknown
54.0,admin.,divorced,secondary,0,1814.0,0,0,unknown,13,may,521,1.0,0,0,unknown
33.0,services,married,secondary,0,1076.0,0,0,cellular,11,nov,131,1.0,1,0,failure
56.0,retired,married,primary,0,21.0,0,0,cellular,29,jul,324,7.0,0,0,unknown
55.0,unknown,married,secondary,0,,0,0,cellular,12,aug,265,1.0,1,0,success
52.0,services,married,secondary,0,0.0,0,0,cellular,21,aug,202,4.0,0,0,unknown
58.0,,married,secondary,0,992.0,0,0,cellular,25,jul,46,1.0,0,0,unknown
47.0,technician,married,secondary,0,1059.0,1,0,cellular,21,nov,-20,1.0,1,0,failure
34.0,management,single,tertiary,0,1058.0,1,0,cellular,4,may,240,1.0,0,0,unknown
28.0,management,single,tertiary,0,145.0,1,0,cellular,20,apr,277,1.0,0,0,unknown
45.0,blue-collar,divorced,primary,0,594.0,1,0,unknown,29,may,833,2.0,0,0,unknown
38.0,unemployed,single,tertiary,0,0.0,0,0,cellular,6,feb,39,2.0,0,0,unknown
40.0,technician,married,tertiary,0,5152.0,1,1,cellular,18,jul,121,2.0,0,0,unknown
58.0,management,married,tertiary,0,287.0,1,0,cellular,21,aug,676,8.0,0,0,unknown
51.0,management,married,tertiary,0,401.0,0,0,cellular,19,aug,80,6.0,0,0,unknown
46.0,services,divorced,secondary,0,350.0,1,0,cellular,3,apr,230,1.0,0,0,unknown
50.0,technician,married,secondary,0,0.0,0,0,telephone,22,aug,295,5.0,0,0,unknown
49.0,retired,married,primary,0,375.0,0,1,telephone,21,jul,110,7.0,0,0,unknown
41.0,technician,married,secondary,0,4004.0,0,0,cellular,17,apr,314,2.0,0,0,unknown
33.0,,married,tertiary,0,1020.0,0,0,cellular,27,aug,82,4.0,0,0,unknown
,blue-collar,single,secondary,0,8.0,1,0,cellular,13,may,167,1.0,0,0,unknown
42.0,services,single,secondary,0,2348.0,1,0,cellular,7,may,448,2.0,0,0,unknown
42.0,management,married,tertiary,0,9916.0,1,0,cellular,21,nov,306,1.0,0,0,unknown
55.0,admin.,married,tertiary,0,59.0,1,0,cellular,11,may,51,1.0,1,0,failure
32.0,unemployed,single,primary,1,0.0,0,0,cellular,21,nov,149,1.0,0,0,unknown
58.0,admin.,married,secondary,0,580.0,0,1,telephone,2,feb,161,3.0,0,0,other
43.0,management,married,tertiary,0,143.0,0,0,cellular,19,aug,101,2.0,0,0,unknown
39.0,blue-collar,married,primary,0,259.0,1,0,unknown,26,may,168,1.0,0,0,unknown
28.0,student,single,secondary,0,69.0,0,0,cellular,30,jan,532,2.0,0,0,unknown
29.0,services,single,secondary,0,2800.0,0,0,cellular,16,jun,202,1.0,0,0,unknown
33.0,blue-collar,married,secondary,0,833.0,1,1,cellular,18,nov,62,6.0,0,0,unknown
44.0,blue-collar,divorced,secondary,0,221.0,0,0,cellular,30,jul,149,13.0,0,0,unknown
64.0,unemployed,divorced,secondary,0,588.0,0,0,cellular,8,mar,409,1.0,0,0,unknown
46.0,blue-collar,married,secondary,0,125.0,1,1,unknown,8,may,119,2.0,0,0,unknown
32.0,technician,married,secondary,0,-410.0,1,1,cellular,12,may,179,3.0,0,0,unknown
,,married,primary,0,1742.0,0,0,cellular,11,sep,90,4.0,0,0,unknown
37.0,management,married,tertiary,0,1698.0,1,0,unknown,6,jun,95,2.0,0,0,unknown
54.0,admin.,divorced,secondary,0,1872.0,0,0,cellular,13,feb,439,,0,0,unknown
38.0,blue-collar,married,secondary,0,266.0,1,0,unknown,7,may,287,1.0,0,0,unknown
51.0,entrepreneur,married,primary,0,1443.0,0,0,cellular,18,feb,172,10.0,0,0,unknown
39.0,technician,single,tertiary,0,434.0,1,0,cellular,28,jan,169,2.0,0,0,unknown
41.0,blue-collar,married,primary,0,17.0,0,0,cellular,8,jul,117,3.0,0,0,unknown
34.0,technician,married,secondary,0,134.0,1,0,cellular,6,may,159,1.0,0,0,unknown
42.0,blue-collar,married,unknown,0,1323.0,1,0,unknown,19,may,19,1.0,0,0,unknown
36.0,blue-collar,divorced,primary,0,0.0,0,0,cellular,14,may,543,2.0,0,0,unknown
64.0,housemaid,married,primary,0,768.0,0,0,cellular,14,jan,371,1.0,0,0,unknown
44.0,admin.,divorced,secondary,0,161.0,1,0,unknown,7,may,89,2.0,0,0,unknown
39.0,management,married,tertiary,0,,1,0,cellular,12,aug,1344,1.0,0,0,unknown
72.0,admin.,married,primary,0,2321.0,0,0,cellular,12,jul,200,6.0,1,0,other
35.0,technician,single,secondary,0,-476.0,1,0,cellular,20,nov,57,6.0,1,0,failure
42.0,admin.,married,secondary,0,0.0,1,1,cellular,20,apr,58,4.0,0,0,unknown
46.0,management,divorced,tertiary,0,10469.0,1,0,cellular,1,apr,202,2.0,0,0,unknown
53.0,admin.,divorced,tertiary,0,493.0,1,1,cellular,17,nov,64,3.0,0,0,unknown
38.0,management,single,tertiary,0,16957.0,1,0,telephone,29,jan,208,1.0,1,0,failure
45.0,blue-collar,married,secondary,0,226.0,0,0,telephone,4,feb,170,2.0,1,0,failure
43.0,management,married,tertiary,0,291.0,1,0,unknown,9,may,150,2.0,0,0,unknown
28.0,self-employed,married,secondary,0,-228.0,1,1,cellular,7,jul,164,3.0,0,0,unknown
36.0,blue-collar,divorced,primary,0,,1,0,cellular,12,may,725,1.0,0,0,unknown
26.0,blue-collar,single,secondary,0,1802.0,1,0,unknown,3,jun,28,,0,0,unknown
44.0,services,divorced,secondary,0,-574.0,1,0,unknown,3,jun,172,2.0,0,0,unknown
