,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
15664,53.0,administrator,single,secondary,no,2892.0,no,no,cellular,4,527,3.0,-1,0.0,unknown,yes
15665,47.0,self-employed,married,secondary,no,318.0,no,no,cellular,11,83,1.0,-1,0.0,unknown,no
15666,47.0,blue-collar,married,primary,no,1236.0,no,n,cellular,1,163,1.0,-1,0.0,unknown,no
15667,32.0,self-employed,single,tertiary,no,1393.0,no,no,cellular,3,382,1.0,271,1.0,failure,no
15668,33.0,administrator,married,secondary,no,680.0,yes,no,cellular,5,265,1.0,-1,0.0,unknown,no
15669,35.0,technician,divorced,secondary,no,84.0,yes,y,cellular,5,954,1.0,-1,0.0,unknown,yes
15670,61.0,retired,married,secondary,no,5207.0,no,n,cellular,9,336,1.0,81,2.0,other,no
15671,48.0,administrator,married,secondary,no,-30.0,yes,no,cellular,5,133,1.0,-1,0.0,unknown,no
15672,49.0,management,single,secondary,no,0.0,no,no,cellular,8,121,2.0,-1,0.0,unknown,no
15673,34.0,technician,married,secondary,no,22.0,no,no,cellular,8,270,3.0,-1,0.0,unknown,no
15674,42.0,technician,married,secondary,no,0.0,yes,no,unknown,5,833,1.0,-1,0.0,unknown,no
15675,27.0,technician,single,tertiary,no,372.0,yes,yes,cellular,7,728,2.0,-1,0.0,unknown,yes
15676,46.0,administrator,married,secondary,no,3145.0,yes,no,cellular,5,28,1.0,-1,0.0,unknown,no
15677,41.0,management,married,tertiary,no,1468.0,yes,n,cellular,3,237,3.0,-1,0.0,unknown,yes
15678,27.0,management,married,secondary,no,-41.0,yes,no,unknown,5,24,1.0,-1,0.0,unknown,no
15679,47.0,entrepreneur,married,unknown,no,1481.0,yes,no,cellular,5,64,2.0,364,3.0,failure,no
15680,35.0,management,single,tertiary,no,0.0,no,no,unknown,6,130,3.0,-1,0.0,unknown,no
15681,43.0,administrator,single,unknown,no,87.0,yes,n,unknown,5,328,2.0,-1,0.0,unknown,no
15682,46.0,management,married,secondary,no,790.0,yes,no,cellular,4,365,1.0,-1,0.0,unknown,no
15683,40.0,management,married,tertiary,no,0.0,no,no,cellular,8,61,4.0,-1,0.0,unknown,no
15684,52.0,technician,married,tertiary,no,214.0,no,no,cellular,8,161,3.0,-1,0.0,unknown,no
15685,53.0,management,married,tertiary,no,2124.0,yes,no,cellular,4,121,2.0,344,2.0,failure,no
15686,32.0,services,married,secondary,no,243.0,yes,yes,unknown,5,144,1.0,-1,0.0,unknown,no
15687,37.0,technician,married,tertiary,yes,0.0,yes,no,unknown,5,93,14.0,-1,0.0,unknown,no
15688,53.0,administrator,married,tertiary,no,1672.0,no,n,cellular,7,438,1.0,-1,0.0,unknown,no
15689,38.0,management,single,tertiary,no,493.0,yes,no,cellular,5,553,1.0,367,7.0,failure,no
15690,39.0,blue-collar,single,secondary,no,29.0,yes,no,unknown,5,214,2.0,-1,0.0,unknown,no
15691,34.0,blue-collar,married,primary,no,602.0,yes,n,cellular,7,680,1.0,-1,0.0,unknown,no
15692,36.0,services,married,secondary,no,5000.0,no,no,unknown,6,177,5.0,-1,0.0,unknown,no
15693,32.0,administrator,married,primary,no,1351.0,yes,no,unknown,5,325,3.0,-1,0.0,unknown,no
15694,48.0,housemaid,married,secondary,no,4.0,no,n,cellular,8,68,4.0,-1,0.0,unknown,no
15695,54.0,services,divorced,unknown,no,2177.0,no,no,unknown,5,134,5.0,-1,0.0,unknown,no
15696,42.0,management,married,tertiary,no,2463.0,no,no,cellular,10,183,2.0,-1,0.0,unknown,no
15697,30.0,management,single,secondary,no,46.0,no,no,cellular,8,93,4.0,-1,0.0,unknown,no
15698,34.0,housemaid,married,tertiary,no,1265.0,yes,no,unknown,6,397,3.0,-1,0.0,unknown,no
15699,44.0,technician,single,secondary,no,2403.0,yes,n,unknown,5,158,1.0,-1,0.0,unknown,no
15700,33.0,technician,married,secondary,no,0.0,yes,yes,cellular,11,163,2.0,-1,0.0,unknown,no
15701,28.0,administrator,married,secondary,no,213.0,yes,no,cellular,5,341,3.0,-1,0.0,unknown,no
15702,34.0,blue-collar,single,secondary,no,4536.0,yes,no,cellular,11,963,1.0,-1,0.0,unknown,yes
15703,66.0,retired,married,primary,no,1943.0,no,no,cellular,8,401,1.0,-1,0.0,unknown,no
15704,31.0,management,single,tertiary,no,3384.0,no,no,cellular,9,153,1.0,104,2.0,success,yes
15705,44.0,unemployed,married,secondary,no,0.0,no,no,cellular,5,398,2.0,165,4.0,failure,no
15706,49.0,management,married,tertiary,no,0.0,no,no,cellular,7,87,1.0,-1,0.0,unknown,no
15707,60.0,blue-collar,married,primary,no,6271.0,yes,no,cellular,5,210,2.0,254,5.0,failure,no
15708,32.0,management,single,tertiary,no,2223.0,no,no,unknown,12,10,1.0,-1,0.0,unknown,no
15709,55.0,technician,married,secondary,no,57.0,yes,n,unknown,6,331,12.0,-1,0.0,unknown,no
15710,31.0,management,divorced,tertiary,no,0.0,no,no,cellular,2,269,2.0,-1,0.0,unknown,no
15711,42.0,administrator,married,secondary,no,874.0,yes,n,cellular,5,176,1.0,287,2.0,other,no
15712,44.0,technician,married,tertiary,no,1146.0,no,n,cellular,7,178,2.0,-1,0.0,unknown,no
15713,43.0,management,married,tertiary,no,2083.0,no,no,cellular,11,120,2.0,-1,0.0,unknown,no
15714,49.0,technician,divorced,secondary,no,229.0,no,no,cellular,8,219,2.0,-1,0.0,unknown,no
15715,30.0,administrator,single,secondary,yes,-35.0,yes,n,unknown,5,1204,4.0,-1,0.0,unknown,no
15716,31.0,blue-collar,single,primary,no,5972.0,no,no,telephone,11,59,1.0,-1,0.0,unknown,no
15717,37.0,management,single,tertiary,no,24.0,no,no,cellular,7,280,5.0,-1,0.0,unknown,no
15718,33.0,technician,single,secondary,no,20.0,yes,n,cellular,8,131,2.0,-1,0.0,unknown,no
15719,43.0,services,married,secondary,no,0.0,yes,y,cellular,7,80,3.0,-1,0.0,unknown,no
15720,57.0,technician,divorced,tertiary,no,126.0,no,n,telephone,6,166,2.0,-1,0.0,unknown,yes
15721,59.0,retired,married,primary,no,-90.0,no,yes,telephone,7,41,5.0,-1,0.0,unknown,no
15722,44.0,management,single,primary,no,4.0,no,n,cellular,7,163,3.0,-1,0.0,unknown,no
15723,32.0,services,married,secondary,no,-236.0,yes,n,cellular,7,745,7.0,-1,0.0,unknown,yes
15724,50.0,services,married,secondary,no,992.0,yes,n,unknown,5,407,1.0,-1,0.0,unknown,no
15725,50.0,technician,married,secondary,no,778.0,no,no,cellular,7,16,1.0,-1,0.0,unknown,no
15726,57.0,retired,married,secondary,no,4490.0,no,no,cellular,8,101,2.0,-1,0.0,unknown,no
15727,60.0,technician,divorced,secondary,no,367.0,no,no,cellular,8,318,2.0,-1,0.0,unknown,yes
15728,44.0,services,married,primary,no,1161.0,yes,no,unknown,5,110,5.0,-1,0.0,unknown,no
15729,55.0,management,single,unknown,no,111.0,no,n,cellular,4,117,1.0,-1,0.0,unknown,no
15730,56.0,blue-collar,married,primary,no,-85.0,yes,yes,unknown,5,118,1.0,-1,0.0,unknown,no
15731,38.0,blue-collar,married,primary,no,6091.0,no,n,unknown,6,189,1.0,-1,0.0,unknown,no
15732,52.0,retired,married,secondary,no,424.0,no,n,cellular,11,143,1.0,154,3.0,failure,no
15733,57.0,retired,married,tertiary,no,815.0,no,no,cellular,8,385,2.0,-1,0.0,unknown,no
15734,51.0,technician,single,secondary,no,527.0,yes,no,cellular,1,197,1.0,2,3.0,other,no
15735,22.0,student,single,unknown,no,410.0,no,no,cellular,11,365,1.0,-1,0.0,unknown,no
15736,54.0,management,divorced,tertiary,no,1692.0,yes,n,unknown,7,299,5.0,-1,0.0,unknown,no
15737,33.0,administrator,single,tertiary,no,1371.0,yes,no,cellular,5,362,1.0,-1,0.0,unknown,no
15738,28.0,student,married,tertiary,no,0.0,yes,no,cellular,5,324,1.0,-1,0.0,unknown,no
15739,32.0,management,divorced,tertiary,no,496.0,no,no,cellular,1,452,3.0,-1,0.0,unknown,yes
15740,53.0,management,married,tertiary,no,-388.0,yes,no,cellular,5,111,3.0,356,1.0,other,no
15741,86.0,administrator,married,primary,no,1255.0,no,n,cellular,10,192,2.0,92,4.0,success,no
15742,37.0,management,married,tertiary,no,425.0,yes,n,unknown,5,226,1.0,-1,0.0,unknown,no
15743,49.0,management,married,tertiary,no,15.0,no,no,cellular,1,166,3.0,2,2.0,other,no
15744,42.0,management,married,tertiary,no,-323.0,yes,no,cellular,8,135,2.0,-1,0.0,unknown,no
15745,42.0,self-employed,married,primary,no,3641.0,yes,no,unknown,5,869,1.0,-1,0.0,unknown,no
15746,30.0,services,married,secondary,no,179.0,yes,no,unknown,5,64,1.0,-1,0.0,unknown,no
15747,38.0,management,single,tertiary,no,0.0,yes,no,unknown,5,34,1.0,-1,0.0,unknown,no
15748,58.0,blue-collar,married,secondary,no,-37.0,yes,n,unknown,5,140,2.0,-1,0.0,unknown,no
15749,58.0,retired,married,secondary,no,624.0,yes,n,cellular,5,393,1.0,-1,0.0,unknown,no
15750,32.0,management,single,tertiary,no,-867.0,yes,yes,unknown,5,222,5.0,-1,0.0,unknown,no
15751,58.0,blue-collar,married,secondary,no,381.0,no,n,cellular,11,79,4.0,-1,0.0,unknown,no
15752,23.0,student,single,tertiary,no,113.0,no,no,cellular,11,266,1.0,-1,0.0,unknown,yes
15753,51.0,administrator,married,primary,no,2.0,yes,no,cellular,5,295,1.0,-1,0.0,unknown,no
15754,30.0,services,married,secondary,no,-27.0,yes,no,cellular,7,65,1.0,-1,0.0,unknown,no
15755,54.0,blue-collar,married,secondary,no,1765.0,yes,no,unknown,5,188,1.0,-1,0.0,unknown,no
15756,27.0,services,single,secondary,no,339.0,no,no,cellular,6,182,1.0,-1,0.0,unknown,yes
15757,59.0,management,married,tertiary,no,5865.0,yes,no,cellular,7,250,1.0,-1,0.0,unknown,no
15758,28.0,technician,married,secondary,no,916.0,yes,no,cellular,5,191,1.0,371,2.0,other,no
15759,51.0,technician,married,secondary,no,337.0,yes,no,cellular,8,687,4.0,-1,0.0,unknown,no
15760,60.0,retired,married,primary,no,219.0,no,n,cellular,8,235,2.0,-1,0.0,unknown,no
15761,59.0,retired,married,primary,no,488.0,no,no,cellular,7,231,2.0,-1,0.0,unknown,no
15762,37.0,management,married,tertiary,no,2987.0,yes,no,cellular,2,93,1.0,91,9.0,failure,yes
15763,40.0,blue-collar,married,secondary,no,1554.0,yes,n,cellular,4,385,2.0,331,1.0,failure,no
15764,32.0,management,divorced,tertiary,no,9.0,yes,no,cellular,7,509,1.0,-1,0.0,unknown,no
15765,40.0,management,married,tertiary,no,10000.0,no,no,unknown,6,111,3.0,-1,0.0,unknown,no
15766,27.0,administrator,single,secondary,no,1327.0,no,no,cellular,4,339,1.0,241,9.0,other,no
15767,71.0,retired,married,primary,no,10000.0,no,n,telephone,8,411,1.0,-1,0.0,unknown,no
15768,78.0,retired,divorced,secondary,no,3219.0,no,no,cellular,2,151,1.0,-1,0.0,unknown,yes
15769,32.0,management,single,tertiary,no,336.0,no,no,cellular,5,64,4.0,-1,0.0,unknown,no
15770,43.0,technician,divorced,secondary,no,1326.0,no,no,cellular,8,93,2.0,-1,0.0,unknown,no
15771,35.0,technician,single,secondary,no,0.0,no,no,cellular,8,259,2.0,-1,0.0,unknown,no
15772,44.0,management,married,tertiary,no,58.0,yes,no,cellular,11,48,1.0,126,3.0,failure,no
15773,37.0,blue-collar,single,tertiary,no,481.0,no,n,cellular,5,11,8.0,-1,0.0,unknown,no
15774,32.0,blue-collar,single,secondary,no,259.0,yes,no,cellular,5,158,3.0,354,1.0,failure,no
15775,58.0,retired,divorced,primary,no,11.0,no,yes,cellular,7,161,5.0,-1,0.0,unknown,no
15776,36.0,technician,married,secondary,yes,947.0,yes,no,unknown,5,452,2.0,-1,0.0,unknown,no
15777,59.0,blue-collar,married,secondary,no,5314.0,yes,n,cellular,5,200,3.0,-1,0.0,unknown,no
15778,34.0,services,divorced,secondary,no,0.0,no,yes,cellular,11,110,2.0,-1,0.0,unknown,no
15779,64.0,retired,married,tertiary,no,1644.0,no,no,telephone,9,569,4.0,-1,0.0,unknown,yes
15780,36.0,unemployed,divorced,primary,no,0.0,no,no,telephone,7,304,3.0,-1,0.0,unknown,no
15781,32.0,technician,divorced,tertiary,no,568.0,yes,no,unknown,10,112,1.0,-1,0.0,unknown,yes
15782,35.0,blue-collar,married,secondary,no,262.0,no,no,cellular,9,331,1.0,75,6.0,failure,yes
15783,52.0,management,married,tertiary,no,72.0,no,no,cellular,2,222,1.0,-1,0.0,unknown,no
15784,32.0,blue-collar,married,primary,no,9804.0,yes,y,cellular,8,155,4.0,-1,0.0,unknown,no
15785,38.0,administrator,married,secondary,no,47.0,yes,no,cellular,5,288,5.0,-1,0.0,unknown,yes
15786,40.0,management,married,tertiary,no,-63.0,no,y,cellular,7,196,1.0,-1,0.0,unknown,no
15787,35.0,technician,married,tertiary,no,3160.0,yes,no,cellular,11,445,2.0,95,1.0,failure,yes
15788,45.0,technician,single,secondary,no,21.0,yes,no,cellular,8,72,3.0,-1,0.0,unknown,no
15789,27.0,blue-collar,married,primary,no,1002.0,yes,no,unknown,6,583,1.0,-1,0.0,unknown,no
15790,37.0,blue-collar,single,secondary,no,6281.0,yes,no,cellular,5,242,1.0,-1,0.0,unknown,no
15791,52.0,management,married,tertiary,no,1944.0,yes,n,cellular,4,238,3.0,323,2.0,failure,no
15792,61.0,retired,married,secondary,no,77.0,no,no,cellular,8,455,4.0,-1,0.0,unknown,yes
15793,38.0,blue-collar,divorced,secondary,no,614.0,yes,no,cellular,4,314,2.0,331,1.0,failure,no
15794,37.0,management,married,primary,no,3953.0,yes,no,cellular,4,610,2.0,138,1.0,failure,no
15795,59.0,blue-collar,married,primary,no,0.0,yes,n,telephone,7,46,20.0,-1,0.0,unknown,no
15796,38.0,administrator,married,secondary,no,47.0,yes,y,cellular,7,50,11.0,-1,0.0,unknown,no
15797,53.0,retired,married,tertiary,no,74.0,yes,no,unknown,5,122,1.0,-1,0.0,unknown,no
15798,44.0,management,married,secondary,no,38.0,yes,no,unknown,5,152,2.0,-1,0.0,unknown,no
15799,64.0,retired,married,tertiary,no,2139.0,no,no,cellular,10,632,2.0,-1,0.0,unknown,no
15800,51.0,housemaid,married,secondary,no,294.0,no,no,cellular,11,640,1.0,-1,0.0,unknown,no
15801,52.0,services,married,tertiary,no,2801.0,yes,y,unknown,6,311,2.0,-1,0.0,unknown,no
15802,31.0,management,single,tertiary,no,528.0,no,yes,cellular,11,5,7.0,-1,0.0,unknown,no
15803,28.0,management,single,secondary,no,703.0,yes,no,cellular,5,485,1.0,88,1.0,other,yes
15804,32.0,services,married,secondary,no,-479.0,yes,no,unknown,5,142,1.0,-1,0.0,unknown,no
15805,50.0,administrator,married,secondary,no,100.0,yes,n,unknown,6,23,1.0,-1,0.0,unknown,no
15806,51.0,administrator,married,unknown,no,3558.0,yes,n,unknown,6,80,3.0,-1,0.0,unknown,no
15807,39.0,self-employed,married,secondary,no,31.0,yes,no,cellular,11,61,2.0,181,4.0,failure,no
15808,84.0,retired,married,secondary,no,10000.0,no,n,telephone,4,390,1.0,94,3.0,success,yes
15809,33.0,blue-collar,married,primary,no,5151.0,yes,yes,cellular,11,73,1.0,178,4.0,failure,no
15810,27.0,student,single,secondary,no,538.0,no,n,cellular,12,170,4.0,197,2.0,success,yes
15811,56.0,retired,divorced,secondary,no,1005.0,no,yes,cellular,7,69,1.0,-1,0.0,unknown,no
15812,37.0,blue-collar,married,secondary,no,1.0,no,no,unknown,6,44,2.0,-1,0.0,unknown,no
15813,38.0,technician,married,secondary,no,1.0,yes,no,cellular,11,57,5.0,199,1.0,success,no
15814,52.0,administrator,married,secondary,no,199.0,no,no,cellular,1,978,2.0,189,1.0,other,no
15815,34.0,blue-collar,married,unknown,no,201.0,yes,no,cellular,5,78,1.0,-1,0.0,unknown,no
15816,27.0,services,single,secondary,no,118.0,yes,yes,unknown,5,53,1.0,-1,0.0,unknown,no
15817,58.0,blue-collar,married,primary,no,0.0,yes,n,unknown,5,535,2.0,-1,0.0,unknown,no
15818,41.0,blue-collar,married,secondary,no,1354.0,yes,n,cellular,5,106,2.0,-1,0.0,unknown,no
15819,51.0,self-employed,divorced,secondary,no,154.0,yes,no,unknown,5,285,1.0,-1,0.0,unknown,no
15820,37.0,administrator,married,secondary,no,147.0,yes,n,cellular,7,25,20.0,-1,0.0,unknown,no
15821,32.0,administrator,married,secondary,no,504.0,no,no,unknown,6,178,4.0,-1,0.0,unknown,no
15822,32.0,management,married,tertiary,no,55.0,no,n,cellular,2,124,3.0,-1,0.0,unknown,no
15823,43.0,administrator,married,secondary,no,3060.0,yes,no,unknown,5,253,2.0,-1,0.0,unknown,no
15824,36.0,management,married,tertiary,no,531.0,yes,no,unknown,6,187,2.0,-1,0.0,unknown,no
15825,35.0,self-employed,single,primary,no,45.0,no,yes,unknown,6,81,1.0,-1,0.0,unknown,no
15826,52.0,technician,married,secondary,no,141.0,no,no,cellular,8,160,7.0,-1,0.0,unknown,no
15827,53.0,administrator,married,secondary,no,109.0,no,no,telephone,6,270,1.0,-1,0.0,unknown,yes
15828,29.0,management,married,tertiary,no,137.0,yes,yes,unknown,5,1088,2.0,-1,0.0,unknown,no
15829,33.0,blue-collar,married,secondary,no,88.0,yes,n,unknown,5,57,2.0,-1,0.0,unknown,no
15830,52.0,administrator,divorced,secondary,no,98.0,no,yes,unknown,6,148,1.0,-1,0.0,unknown,no
15831,34.0,blue-collar,divorced,secondary,no,-301.0,yes,yes,cellular,5,465,2.0,-1,0.0,unknown,no
15832,27.0,blue-collar,married,primary,no,300.0,no,yes,cellular,7,209,2.0,-1,0.0,unknown,no
15833,28.0,administrator,married,secondary,no,1331.0,yes,yes,unknown,6,267,2.0,-1,0.0,unknown,no
15834,38.0,technician,married,secondary,no,167.0,no,no,cellular,8,145,2.0,-1,0.0,unknown,no
15835,36.0,blue-collar,married,secondary,no,513.0,yes,n,unknown,5,427,3.0,-1,0.0,unknown,no
15836,32.0,blue-collar,married,secondary,no,414.0,no,no,cellular,2,147,1.0,-1,0.0,unknown,no
15837,34.0,blue-collar,married,secondary,no,113.0,yes,n,cellular,5,16,2.0,-1,0.0,unknown,no
15838,34.0,management,divorced,tertiary,no,224.0,no,no,unknown,6,120,11.0,-1,0.0,unknown,no
15839,27.0,housemaid,married,primary,no,3.0,yes,yes,cellular,7,64,4.0,-1,0.0,unknown,no
15840,52.0,housemaid,married,primary,no,420.0,no,no,cellular,8,139,4.0,-1,0.0,unknown,no
15841,55.0,technician,married,secondary,no,0.0,yes,y,cellular,3,116,1.0,-1,0.0,unknown,yes
15842,31.0,blue-collar,single,tertiary,no,60.0,yes,yes,unknown,5,389,1.0,-1,0.0,unknown,no
15843,36.0,technician,single,secondary,no,75.0,yes,no,cellular,5,485,2.0,342,4.0,other,no
15844,38.0,blue-collar,married,primary,no,689.0,yes,no,cellular,5,585,2.0,296,2.0,failure,no
15845,60.0,retired,married,primary,no,170.0,yes,n,unknown,5,338,2.0,-1,0.0,unknown,no
15846,53.0,retired,married,primary,no,3.0,no,n,cellular,1,114,4.0,-1,0.0,unknown,no
15847,28.0,management,single,tertiary,no,6321.0,yes,no,unknown,6,204,5.0,-1,0.0,unknown,no
15848,53.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,7,135,5.0,-1,0.0,unknown,no
15849,30.0,management,single,tertiary,no,1761.0,yes,n,cellular,5,229,1.0,294,1.0,other,no
15850,28.0,blue-collar,single,secondary,no,-127.0,yes,no,cellular,7,1044,3.0,-1,0.0,unknown,yes
15851,53.0,services,married,primary,no,2618.0,yes,no,cellular,5,185,2.0,165,2.0,failure,no
15852,25.0,technician,single,secondary,no,218.0,yes,yes,cellular,7,110,4.0,-1,0.0,unknown,no
15853,34.0,management,married,tertiary,no,775.0,yes,n,cellular,7,210,2.0,-1,0.0,unknown,no
15854,31.0,blue-collar,single,secondary,no,545.0,yes,no,cellular,11,195,2.0,-1,0.0,unknown,no
15855,54.0,blue-collar,married,primary,no,126.0,yes,no,cellular,7,357,4.0,-1,0.0,unknown,no
15856,52.0,blue-collar,married,primary,no,796.0,no,n,cellular,8,150,2.0,-1,0.0,unknown,no
15857,35.0,management,married,tertiary,no,867.0,yes,no,unknown,6,230,3.0,-1,0.0,unknown,yes
15858,60.0,housemaid,married,primary,no,211.0,no,n,cellular,2,480,2.0,189,1.0,failure,no
15859,33.0,blue-collar,divorced,secondary,no,880.0,yes,yes,cellular,1,263,3.0,239,1.0,failure,no
15860,58.0,retired,divorced,secondary,no,0.0,no,n,unknown,6,133,1.0,-1,0.0,unknown,no
15861,45.0,management,married,secondary,no,1546.0,no,no,telephone,11,171,2.0,-1,0.0,unknown,no
15862,44.0,blue-collar,married,primary,no,953.0,yes,no,cellular,5,772,2.0,357,1.0,failure,no
15863,45.0,services,married,secondary,no,24.0,yes,n,cellular,7,111,1.0,-1,0.0,unknown,no
15864,32.0,technician,single,tertiary,no,1710.0,yes,no,cellular,5,439,1.0,175,3.0,other,no
15865,33.0,management,single,tertiary,no,2934.0,no,no,cellular,10,59,1.0,-1,0.0,unknown,no
15866,42.0,technician,single,secondary,no,2036.0,yes,n,cellular,11,259,2.0,-1,0.0,unknown,no
15867,26.0,management,single,tertiary,no,362.0,no,no,cellular,9,925,1.0,104,2.0,success,yes
15868,32.0,technician,married,secondary,no,0.0,no,n,cellular,1,750,1.0,-1,0.0,unknown,no
15869,42.0,technician,married,secondary,no,-113.0,yes,yes,cellular,7,32,5.0,-1,0.0,unknown,no
15870,29.0,blue-collar,married,secondary,no,1052.0,yes,no,cellular,5,147,1.0,-1,0.0,unknown,no
15871,42.0,blue-collar,married,secondary,no,1657.0,yes,yes,cellular,11,155,1.0,-1,0.0,unknown,no
15872,35.0,administrator,married,secondary,no,187.0,no,yes,cellular,7,178,1.0,-1,0.0,unknown,no
15873,53.0,retired,married,primary,no,232.0,yes,yes,unknown,6,203,2.0,-1,0.0,unknown,no
15874,33.0,management,divorced,tertiary,no,990.0,yes,n,cellular,7,1491,2.0,-1,0.0,unknown,yes
15875,49.0,blue-collar,married,primary,no,490.0,yes,n,telephone,5,19,5.0,364,2.0,failure,no
15876,32.0,management,married,tertiary,no,0.0,no,no,cellular,8,15,13.0,-1,0.0,unknown,no
15877,44.0,self-employed,married,primary,no,414.0,yes,no,cellular,2,138,1.0,272,2.0,other,no
15878,44.0,blue-collar,married,secondary,no,6491.0,yes,no,cellular,11,126,2.0,174,1.0,failure,no
15879,32.0,management,single,tertiary,no,41.0,no,n,cellular,8,686,5.0,-1,0.0,unknown,yes
15880,52.0,management,married,tertiary,no,0.0,no,n,unknown,6,115,4.0,-1,0.0,unknown,no
15881,32.0,blue-collar,married,secondary,no,8957.0,no,no,cellular,11,145,1.0,-1,0.0,unknown,no
15882,34.0,technician,single,tertiary,no,9851.0,yes,no,cellular,11,128,5.0,-1,0.0,unknown,no
15883,52.0,blue-collar,married,primary,no,117.0,no,yes,cellular,7,164,2.0,-1,0.0,unknown,no
15884,43.0,services,married,secondary,no,823.0,yes,no,unknown,5,293,3.0,-1,0.0,unknown,no
15885,61.0,retired,married,tertiary,no,5267.0,no,no,cellular,8,212,7.0,188,3.0,success,no
15886,46.0,administrator,single,secondary,no,596.0,yes,no,cellular,4,138,3.0,-1,0.0,unknown,no
15887,31.0,management,single,tertiary,no,874.0,yes,no,cellular,5,98,1.0,170,2.0,failure,no
15888,34.0,administrator,married,secondary,no,-33.0,yes,yes,cellular,7,961,1.0,-1,0.0,unknown,yes
15889,25.0,blue-collar,married,secondary,no,53.0,yes,n,unknown,5,331,2.0,-1,0.0,unknown,no
15890,59.0,management,married,tertiary,no,296.0,no,yes,cellular,7,805,3.0,-1,0.0,unknown,yes
15891,49.0,management,divorced,tertiary,no,178.0,no,no,cellular,8,174,2.0,-1,0.0,unknown,no
15892,27.0,management,single,secondary,no,0.0,no,no,cellular,1,187,1.0,-1,0.0,unknown,yes
15893,30.0,administrator,divorced,secondary,no,419.0,no,no,cellular,9,72,2.0,-1,0.0,unknown,no
15894,27.0,student,single,tertiary,no,1134.0,no,n,cellular,10,825,1.0,183,4.0,success,yes
15895,40.0,management,married,tertiary,no,481.0,yes,no,unknown,5,198,2.0,-1,0.0,unknown,no
15896,46.0,technician,married,tertiary,no,405.0,no,n,cellular,8,138,3.0,-1,0.0,unknown,no
15897,53.0,blue-collar,married,unknown,no,5624.0,no,no,cellular,7,153,2.0,-1,0.0,unknown,no
15898,49.0,blue-collar,married,unknown,no,3096.0,no,no,unknown,6,147,2.0,-1,0.0,unknown,no
15899,34.0,technician,single,tertiary,no,2283.0,no,n,cellular,11,790,1.0,-1,0.0,unknown,no
15900,31.0,technician,married,secondary,no,-292.0,yes,y,unknown,6,186,1.0,-1,0.0,unknown,no
15901,27.0,technician,single,tertiary,no,149.0,no,yes,cellular,1,283,1.0,-1,0.0,unknown,no
15902,37.0,management,married,tertiary,no,1330.0,yes,no,unknown,5,60,1.0,-1,0.0,unknown,no
15903,31.0,blue-collar,single,secondary,no,1139.0,yes,no,cellular,7,101,1.0,-1,0.0,unknown,no
15904,33.0,management,married,tertiary,no,0.0,yes,no,cellular,3,305,1.0,326,1.0,success,yes
15905,32.0,management,married,secondary,no,1321.0,no,n,unknown,6,3000,3.0,-1,0.0,unknown,yes
15906,32.0,technician,single,secondary,no,39.0,no,no,cellular,8,175,11.0,-1,0.0,unknown,no
15907,48.0,housemaid,married,primary,no,332.0,yes,n,cellular,6,262,1.0,-1,0.0,unknown,no
15908,50.0,management,married,secondary,no,125.0,yes,yes,cellular,5,8,5.0,-1,0.0,unknown,no
15909,40.0,services,single,secondary,no,65.0,yes,no,cellular,5,15,3.0,-1,0.0,unknown,no
15910,50.0,retired,divorced,tertiary,no,-300.0,no,y,cellular,8,692,4.0,-1,0.0,unknown,no
15911,34.0,administrator,married,secondary,no,50.0,yes,no,unknown,5,89,2.0,-1,0.0,unknown,no
15912,53.0,technician,married,secondary,no,1738.0,no,y,cellular,11,168,2.0,-1,0.0,unknown,no
15913,31.0,housemaid,single,secondary,no,1301.0,yes,no,unknown,5,69,15.0,-1,0.0,unknown,no
15914,56.0,management,married,tertiary,no,1674.0,yes,yes,cellular,7,143,1.0,-1,0.0,unknown,no
15915,60.0,retired,divorced,primary,no,-79.0,yes,y,cellular,1,192,1.0,-1,0.0,unknown,no
15916,32.0,management,married,tertiary,no,3951.0,no,n,cellular,10,164,1.0,-1,0.0,unknown,yes
15917,49.0,unemployed,married,secondary,no,4110.0,no,n,unknown,6,50,2.0,-1,0.0,unknown,no
15918,34.0,unemployed,married,tertiary,no,181.0,yes,no,cellular,2,110,1.0,-1,0.0,unknown,no
15919,46.0,blue-collar,married,primary,no,255.0,no,no,cellular,8,95,2.0,-1,0.0,unknown,no
15920,32.0,technician,married,secondary,no,95.0,no,yes,cellular,7,308,2.0,-1,0.0,unknown,no
15921,32.0,administrator,single,primary,no,354.0,no,no,cellular,2,239,1.0,196,8.0,failure,no
15922,48.0,administrator,married,secondary,no,126.0,yes,yes,unknown,5,379,2.0,-1,0.0,unknown,no
15923,53.0,management,married,tertiary,no,1356.0,yes,no,cellular,11,371,2.0,96,4.0,failure,no
15924,52.0,services,divorced,primary,no,-644.0,no,no,cellular,8,119,3.0,-1,0.0,unknown,no
15925,36.0,blue-collar,divorced,secondary,no,3102.0,yes,n,cellular,4,188,1.0,147,1.0,failure,no
15926,34.0,administrator,divorced,secondary,no,961.0,no,no,cellular,4,137,2.0,430,2.0,failure,no
15927,50.0,housemaid,single,unknown,no,0.0,no,no,telephone,7,118,8.0,-1,0.0,unknown,no
